date,initial_plan_kwh,executed_grid_kwh,emergency_kwh,total_grid_kwh,plan_cost,adjustment_cost,emergency_cost,total_cost,charge_kwh,discharge_kwh,battery_throughput_kwh,up_adjust_kwh,down_adjust_kwh,emergency_day,price_mean,price_min,price_max,price_range,price_std
2025-02-17,90338.21985555554,90338.21985555554,102.66214999999954,90440.88200555554,61928.5596962482,0.0,534.85289738333,62463.41259363153,24710.380555555555,20015.40825,44725.78880555555,0.0,0.0,1,0.8173527777777777,0.3597,1.3221,0.9624,0.31042908430295774
2025-02-18,90297.26515061728,90297.26515061728,24.9218833333332,90322.18703395061,61233.10798876005,0.0,158.6747203166658,61391.78270907672,24063.677283950612,19491.5786,43555.25588395061,0.0,0.0,1,0.8145215277777778,0.3707,1.3605,0.9898,0.3206980245329437
2025-02-19,90798.86266728395,90798.86266728395,185.4563500000006,90984.31901728395,61167.15687190424,0.0,762.4610025000036,61929.61787440424,26529.858950617283,21489.185749999997,48019.044700617276,0.0,0.0,1,0.8164298611111112,0.3736,1.3304,0.9568000000000001,0.3223361937739034
2025-02-20,89562.53848333334,89562.53848333334,122.34243333333336,89684.88091666668,61151.282842166656,0.0,613.3921761166667,61764.67501828332,24000.0,19440.0,43440.0,0.0,0.0,1,0.8168069444444445,0.3079,1.3465,1.0386,0.3190008907277659
2025-02-21,88866.06393230452,88866.06393230452,0.0,88866.06393230452,44815.51637800304,0.0,0.0,44815.51637800304,24691.773415637857,20000.336466666668,44692.109882304525,0.0,0.0,0,0.62085,0.2473,1.1504,0.9031000000000001,0.26585009011972643
2025-02-22,88781.58759650205,88781.58759650205,0.0,88781.58759650205,45412.94380331041,0.0,0.0,45412.94380331041,26783.24261316872,21694.426516666666,48477.66912983538,0.0,0.0,0,0.6352840277777778,0.2472,1.2217,0.9745,0.27750009576154366
2025-02-23,87314.26376584361,87314.26376584361,126.96901666666713,87441.23278251028,58853.15745497242,0.0,461.31465381666794,59314.47210878909,24251.281399176954,19643.537933333333,43894.81933251029,0.0,0.0,1,0.8153784722222223,0.3868,1.375,0.9882,0.3173190394546846
2025-02-24,86350.99341090533,86350.99341090533,169.16456666666693,86520.157977572,57839.97219033433,0.0,887.6926236666675,58727.664814001,24124.438127572015,19540.794883333336,43665.23301090535,0.0,0.0,1,0.8082493055555555,0.3649,1.3842,1.0193,0.3149161005985315
2025-02-25,86251.42717983539,86251.42717983539,154.8263666666668,86406.25354650205,56917.67934602547,0.0,661.6939380500002,57579.37328407547,23378.974279835384,18936.969166666662,42315.943446502046,0.0,0.0,1,0.7940965277777778,0.3725,1.3107,0.9381999999999999,0.3157673909641035
2025-02-26,86323.98047345677,86323.98047345677,88.1586166666666,86412.13909012344,57823.83898062239,0.0,375.444938291666,58199.28391891406,23571.996790123452,19093.3174,42665.31419012345,0.0,0.0,1,0.8055381944444444,0.3378,1.3369,0.9991,0.3135898178965743
2025-02-27,85524.68356666666,85524.68356666666,78.37363333333337,85603.0572,55775.08375686666,0.0,472.4981667500005,56247.581923616664,23166.666666666664,18765.0,41931.666666666664,0.0,0.0,1,0.7979118055555556,0.3235,1.3501,1.0266000000000002,0.321524996327512
2025-02-28,85050.59224794239,85050.59224794239,0.0,85050.59224794239,42168.30017362471,0.0,0.0,42168.30017362471,23684.580164609055,19184.50993333333,42869.09009794239,0.0,0.0,0,0.6166784722222222,0.2409,1.1629,0.922,0.27240502120596355
2025-03-01,84323.08857469136,84323.08857469136,0.0,84323.08857469136,41488.41098392535,0.0,0.0,41488.41098392535,25345.843024691356,20530.13285,45875.97587469136,0.0,0.0,0,0.6142222222222222,0.2405,1.1576,0.9171,0.2766319163528708
2025-03-02,83786.46491090534,83786.46491090534,1616.660333333333,85403.12524423868,55195.72473341347,0.0,7477.884458674998,62673.60919208847,26053.838127572013,21103.608883333334,47157.44701090535,0.0,0.0,1,0.8122930555555556,0.3093,1.3111,1.0017999999999998,0.3195858417226152
2025-03-03,82623.08163539095,82623.08163539095,524.4894499999994,83147.57108539094,54431.462029273986,0.0,2492.9810713833294,56924.443100657314,23975.279835390942,19419.976666666662,43395.2565020576,0.0,0.0,1,0.81185,0.3264,1.3164,0.99,0.3189684893876231
2025-03-04,82825.23881728394,82825.23881728394,199.28905000000043,83024.52786728395,54487.39010646759,0.0,700.6591449916689,55188.049251459255,24172.045617283948,19579.35695,43751.40256728395,0.0,0.0,1,0.8006277777777778,0.3381,1.3441,1.006,0.30856788611180225
2025-03-05,82876.57426666666,82876.57426666666,139.34833333333376,83015.92259999999,53530.065023389994,0.0,727.7967449083352,54257.86176829833,24000.0,19440.0,43440.0,0.0,0.0,1,0.7945006944444444,0.3644,1.3305,0.9661,0.31911852824454146
2025-03-06,82135.21938086419,82135.21938086419,191.16598333333377,82326.38536419753,53054.84777686394,0.0,809.6721198416687,53864.51989670561,23881.595864197527,19344.09265,43225.68851419752,0.0,0.0,1,0.7918569444444444,0.3327,1.3434,1.0107,0.31461442465623646
2025-03-07,81563.28250123456,81563.28250123456,0.0,81563.28250123456,38960.030347318796,0.0,0.0,38960.030347318796,25047.5712345679,20288.532700000003,45336.1039345679,0.0,0.0,0,0.6085013888888889,0.1545,1.1883,1.0337999999999998,0.28130886247891673
2025-03-08,80949.74038600823,80949.74038600823,0.0,80949.74038600823,38306.9835214916,0.0,0.0,38306.9835214916,26281.12378600823,21287.710266666665,47568.834052674894,0.0,0.0,0,0.5972631944444444,0.21,1.1729,0.9629000000000001,0.26971559525898137
2025-03-09,79878.8921107284,79878.8921107284,134.04404999999986,80012.9361607284,50505.04708316622,0.0,747.0915948499993,51252.138678016214,23824.20049506173,19297.602401,43121.80289606173,0.0,0.0,1,0.7838090277777777,0.3641,1.3356,0.9714999999999999,0.3146760057568018
2025-03-10,78889.61817749793,78889.61817749793,1031.9821000000006,79921.60027749793,51719.738656340014,0.0,3364.893575116668,55084.63223145668,22844.826986831275,18504.309859333334,41349.136846164605,0.0,0.0,1,0.802451388888889,0.3691,1.3308,0.9617,0.3060795750259579
2025-03-11,79148.31378662551,79148.31378662551,147.13691666666625,79295.45070329218,50727.417024194336,0.0,514.9102047833319,51242.327228977665,23745.471069958847,19233.831566666664,42979.30263662551,0.0,0.0,1,0.7893930555555556,0.3822,1.3372,0.955,0.31211111328356766
2025-03-12,79195.36540596708,79195.36540596708,236.30696666666745,79431.67237263375,49984.83900839242,0.0,839.6390337166704,50824.47804210908,23969.716522633746,19415.470383333333,43385.18690596708,0.0,0.0,1,0.7801680555555556,0.35,1.3485,0.9985,0.3157442195416995
2025-03-13,78419.42206516667,78419.42206516667,1367.6442166666673,79787.06628183334,50474.66767584063,0.0,5540.134276966668,56014.8019528073,23239.814816666665,18824.250001499997,42064.06481816666,0.0,0.0,1,0.7996374999999999,0.3312,1.3317,1.0005000000000002,0.31177965685253317
2025-03-14,78916.40166481481,78916.40166481481,0.0,78916.40166481481,36131.25592496418,0.0,0.0,36131.25592496418,27501.154814814818,22275.935400000002,49777.090214814816,0.0,0.0,0,0.5913868055555556,0.1602,1.1955,1.0352999999999999,0.2801392186749216
2025-03-15,77816.67382119341,77816.67382119341,6.603333333333353,77823.27715452675,37143.8176648529,0.0,16.01308333333338,37159.83074818623,24970.35563786008,20225.988066666672,45196.34370452675,0.0,0.0,1,0.6047722222222222,0.2699,1.1777,0.9077999999999999,0.2635429783747184
2025-03-16,76826.31418580248,76826.31418580248,119.93389999999988,76946.24808580248,48658.20658925938,0.0,506.0040447749995,49164.21063403438,22809.6424691358,18475.8104,41285.4528691358,0.0,0.0,1,0.784895138888889,0.3598,1.3095,0.9497000000000001,0.3145989118283657
2025-03-17,76410.144027,76410.144027,184.28218333333314,76594.42621033333,47025.11232902492,0.0,911.8038423833323,47936.91617140826,22830.639966666662,18492.818373,41323.45833966666,0.0,0.0,1,0.7601756944444445,0.367,1.3189,0.9519,0.3068451539562947
2025-03-18,76496.86542386831,76496.86542386831,104.60936666666657,76601.47479053498,47777.01303566665,0.0,327.3167761749995,48104.32981184165,23050.139423868313,18670.612933333337,41720.75235720165,0.0,0.0,1,0.7760166666666666,0.3707,1.3196,0.9489000000000001,0.31095894847855543
2025-03-19,76848.04612489711,76848.04612489711,63.913883333333274,76911.96000823044,47320.3477330916,0.0,194.56650676666607,47514.91423985826,24586.30600823045,19914.907866666665,44501.21387489712,0.0,0.0,1,0.7718381944444445,0.3401,1.3494,1.0092999999999999,0.3095431846995863
2025-03-20,76140.73170411523,76140.73170411523,213.74485000000016,76354.47655411523,47497.68643191794,0.0,1045.3671844666674,48543.053616384605,23270.143004115223,18848.81583333333,42118.958837448554,0.0,0.0,1,0.7786381944444444,0.2794,1.3228,1.0434,0.3087936332183428
2025-03-21,75959.62646172839,75959.62646172839,0.0,75959.62646172839,33798.49670113018,0.0,0.0,33798.49670113018,24134.06172839506,19548.59,43682.65172839506,0.0,0.0,0,0.5702902777777777,0.1352,1.1788,1.0436,0.2785392976262866
2025-03-22,75416.25468950617,75416.25468950617,9.078333333333376,75425.3330228395,34352.12115377103,0.0,16.30922583333341,34368.43037960437,24992.281172839503,20243.74775,45236.0289228395,0.0,0.0,1,0.5873881944444445,0.1546,1.1642,1.0095999999999998,0.27571197544230014
2025-03-23,74303.47055390946,74303.47055390946,209.2974833333334,74512.76803724279,45591.98108303111,0.0,897.547654008334,46489.52873703944,23041.80335390946,18663.860716666666,41705.664070576124,0.0,0.0,1,0.7671784722222222,0.3404,1.3289,0.9884999999999999,0.3039440971450713
2025-03-24,73594.5773446502,73594.5773446502,186.51940000000013,73781.0967446502,45107.22476176126,0.0,496.0331016666671,45603.25786342793,23021.755761316872,18647.622166666668,41669.37792798354,0.0,0.0,1,0.7674861111111111,0.3336,1.3583,1.0247000000000002,0.31099862687511964
2025-03-25,73673.47156666666,73673.47156666666,453.8348666666663,74127.30643333333,45373.642940455,0.0,1840.2922621249995,47213.935202579996,23182.671666666665,18777.964050000002,41960.63571666667,0.0,0.0,1,0.7712756944444445,0.3706,1.3143,0.9437,0.3107288352599703
2025-03-26,73615.37773333333,73615.37773333333,161.2418166666664,73776.61954999999,44656.47253487,0.0,515.4867819499993,45171.95931682,22166.666666666664,17955.0,40121.666666666664,0.0,0.0,1,0.7566111111111112,0.3654,1.3062,0.9408000000000001,0.3157368084934893
2025-03-27,73214.57703333333,73214.57703333333,296.1514666666666,73510.7285,44409.24041960333,0.0,987.4664283833324,45396.706847986665,23001.081666666665,18630.876149999996,41631.95781666666,0.0,0.0,1,0.7664159722222222,0.3125,1.3182,1.0057,0.31094164637954413
2025-03-28,72943.82276255143,72943.82276255143,0.0,72943.82276255143,32396.89242978247,0.0,0.0,32396.89242978247,23776.245329218105,19258.758716666664,43035.004045884765,0.0,0.0,0,0.5747680555555555,0.1269,1.1837,1.0568,0.28391613312071423
2025-03-29,72708.09046893005,72708.09046893005,0.0,72708.09046893005,32045.31540023971,0.0,0.0,32045.31540023971,23843.994485596708,19313.635533333334,43157.63001893004,0.0,0.0,0,0.5630868055555556,0.0913,1.1833,1.092,0.27800757889512445
2025-03-30,71664.05741893004,71664.05741893004,316.3017166666666,71980.35913559671,42666.89299256103,0.0,922.2738776583333,43589.166870219364,22107.429485596705,17907.017883333334,40014.447368930036,0.0,0.0,1,0.7520270833333333,0.3471,1.3168,0.9697,0.31052069179103337
2025-03-31,71321.04852682923,71321.04852682923,138.18565000000035,71459.23417682922,43119.07661899618,0.0,398.0575143666671,43517.134133362844,22591.99312366255,18299.514430166666,40891.507553829215,0.0,0.0,1,0.7607041666666667,0.3473,1.3379,0.9906000000000001,0.304550623614121
2025-04-01,71216.10439532921,71216.10439532921,924.848416666666,72140.95281199587,44190.47794548668,0.0,2809.1564521166647,46999.634397603346,21900.082606995882,17739.06691166667,39639.149518662554,0.0,0.0,1,0.7731090277777778,0.3582,1.3193,0.9610999999999998,0.2954434653837239
2025-04-02,71759.86265699589,71759.86265699589,547.9976666666662,72307.86032366255,43737.12460838837,0.0,2315.8124425499973,46052.937050938366,22121.896440329212,17918.736116666663,40040.63255699587,0.0,0.0,1,0.772320138888889,0.3693,1.3316,0.9622999999999999,0.30455350573965495
2025-04-03,71008.17381090534,71008.17381090534,328.2586166666671,71336.43242757201,42923.940478409335,0.0,1095.2477286666679,44019.188207076004,23574.70646090534,19095.512233333327,42670.21869423867,0.0,0.0,1,0.7644638888888888,0.3202,1.3867,1.0665,0.31137248629858966
2025-04-04,70289.31077777778,70289.31077777778,0.0,70289.31077777778,31011.897771451113,0.0,0.0,31011.897771451113,22812.68111111111,18478.271699999998,41290.95281111111,0.0,0.0,0,0.5595027777777778,0.0905,1.2001,1.1096,0.27320838224910454
2025-04-05,69830.09575164609,69830.09575164609,0.0,69830.09575164609,31255.12514742201,0.0,0.0,31255.12514742201,23399.57553497942,18953.656183333333,42353.23171831275,0.0,0.0,0,0.5755284722222221,0.1482,1.1736,1.0253999999999999,0.2725505877261837
2025-04-06,68863.44448703702,68863.44448703702,239.504183333333,69102.94867037036,41555.04880322018,0.0,955.0050851833313,42510.05388840351,21842.73037037037,17692.6116,39535.34197037037,0.0,0.0,1,0.7556868055555556,0.3579,1.3107,0.9528,0.297888664009477
2025-04-07,68438.99486522633,68438.99486522633,198.04193333333376,68637.03679855965,40917.34611958008,0.0,564.4935667750016,41481.83968635508,22626.032448559672,18327.08628333333,40953.118731893,0.0,0.0,1,0.7517159722222222,0.3671,1.3349,0.9678,0.3008957236003849
2025-04-08,68497.49616790123,68497.49616790123,211.914166666666,68709.4103345679,40628.02151304271,0.0,750.4102677666635,41378.43178080938,21809.421234567897,17665.6312,39475.0524345679,0.0,0.0,1,0.7519159722222222,0.3246,1.3574,1.0328,0.31483968377731425
2025-04-09,68644.361731893,68644.361731893,429.52534999999943,69073.887081893,41317.92716296646,0.0,1325.7071303333316,42643.63429329979,22626.032448559672,18327.086283333334,40953.118731893,0.0,0.0,1,0.7662708333333333,0.3756,1.321,0.9454,0.30134458816440063
2025-04-10,68490.33327201646,68490.33327201646,295.2296166666663,68785.56288868313,40546.68116997517,0.0,1141.1643847583316,41687.8455547335,23369.66423868313,18929.428033333334,42299.09227201647,0.0,0.0,1,0.7580270833333334,0.2828,1.3433,1.0605,0.31405877462550036
2025-04-11,68098.62766934156,68098.62766934156,0.0,68098.62766934156,29567.435099326973,0.0,0.0,29567.435099326973,23523.880452674894,19054.343166666666,42578.22361934156,0.0,0.0,0,0.5514784722222222,0.1092,1.1471,1.0379,0.27006418274262817
2025-04-12,67476.90306069958,67476.90306069958,0.0,67476.90306069958,29620.223356183968,0.0,0.0,29620.223356183968,23293.458477366254,18867.701366666668,42161.159844032925,0.0,0.0,0,0.5638673611111111,0.214,1.1558,0.9418,0.26209941334609965
2025-04-13,67191.15226028806,67191.15226028806,209.5480166666664,67400.70027695473,40070.557551725164,0.0,793.6367836916654,40864.19433541683,23594.930843621398,19111.893983333335,42706.82482695473,0.0,0.0,1,0.7562548611111111,0.3493,1.3312,0.9819,0.29685290732529585
2025-04-14,66317.78729526748,66317.78729526748,360.98399999999964,66678.77129526748,39034.383837347894,0.0,1286.1162118666653,40320.50004921456,22673.081378600815,18365.195916666664,41038.27729526748,0.0,0.0,1,0.7465972222222221,0.3437,1.3446,1.0009000000000001,0.296985660415253
2025-04-15,66363.12184650205,66363.12184650205,204.8509499999999,66567.97279650204,38531.4762794913,0.0,994.1277602833325,39525.604039774626,22477.535946502052,18206.804116666666,40684.34006316872,0.0,0.0,1,0.738532638888889,0.3275,1.3283,1.0008,0.3077738191048251
2025-04-16,66380.52778868312,66380.52778868312,505.9200166666668,66886.44780534979,39825.37632432463,0.0,1560.4346479833334,41385.81097230796,22388.960905349788,18135.058333333334,40524.01923868312,0.0,0.0,1,0.7623541666666667,0.3669,1.364,0.9971000000000001,0.2963418022025224
2025-04-17,65654.05560823044,65654.05560823044,129.01623333333373,65783.07184156377,38436.91331145851,0.0,479.8077084250027,38916.72101988352,21697.072674897114,17574.628866666666,39271.70154156378,0.0,0.0,1,0.7477673611111111,0.3043,1.3148,1.0105,0.3021923285733637
2025-04-18,65863.51182119342,65863.51182119342,0.0,65863.51182119342,28959.241666680904,0.0,0.0,28959.241666680904,22996.49897119341,18627.164166666666,41623.66313786007,0.0,0.0,0,0.5594201388888889,0.1948,1.1711,0.9763000000000001,0.2634522873679884
2025-04-19,65396.37403148148,65396.37403148148,0.0,65396.37403148148,28400.303308840288,0.0,0.0,28400.303308840288,22908.193148148144,18555.636449999998,41463.82959814814,0.0,0.0,0,0.5579763888888889,0.1113,1.1659,1.0546,0.2711644432366618
2025-04-20,64757.999594238674,64757.999594238674,125.5819000000003,64883.58149423867,38126.058535499,0.0,334.41401056666746,38460.47254606567,21579.41812757201,17479.328683333333,39058.746810905344,0.0,0.0,1,0.7454388888888889,0.3618,1.3046,0.9428,0.29823614737111503
2025-04-21,64189.08295349794,64189.08295349794,349.21063333333313,64538.29358683128,37203.21399941872,0.0,1044.4583642249995,38247.67236364372,22017.444053497937,17834.129683333333,39851.57373683127,0.0,0.0,1,0.7339520833333333,0.2898,1.3263,1.0365,0.29982909506193645
2025-04-22,64201.04947530864,64201.04947530864,326.26763333333395,64527.317108641975,37910.91407763938,0.0,1063.1506025583355,38974.06468019772,21512.393641975304,17425.038849999997,38937.4324919753,0.0,0.0,1,0.7509583333333334,0.3534,1.3399,0.9865000000000002,0.29706669600444946
2025-04-23,64281.91328333333,64281.91328333333,493.08184999999963,64774.99513333333,37995.93176162213,0.0,1577.4978431166655,39573.4296047388,21997.94666666666,17818.3368,39816.28346666666,0.0,0.0,1,0.7479125,0.3289,1.3932,1.0643,0.2962643622573427
2025-04-24,64050.44169012344,64050.44169012344,188.18573333333336,64238.627423456775,37373.18966391067,0.0,794.3019495666662,38167.49161347734,21528.485123456783,17438.072949999998,38966.55807345678,0.0,0.0,1,0.7361847222222223,0.3044,1.349,1.0446,0.2995626173457462
2025-04-25,64486.31675679012,64486.31675679012,0.0,64486.31675679012,27012.040902257715,0.0,0.0,27012.040902257715,24195.15179012345,19598.072949999998,43793.22474012345,0.0,0.0,0,0.5406916666666667,0.1126,1.1686,1.056,0.274630364333387
2025-04-26,63832.08798971193,63832.08798971193,0.0,63832.08798971193,26938.64993689058,0.0,0.0,26938.64993689058,23720.325823045263,19213.463916666664,42933.78973971192,0.0,0.0,0,0.5378048611111111,0.0076,1.196,1.1884,0.28231063499122266
2025-04-27,63010.60459197531,63010.60459197531,233.83639999999968,63244.44099197531,36070.68351079304,0.0,578.1081261666666,36648.79163695971,22256.5886419753,18027.836799999997,40284.4254419753,0.0,0.0,1,0.7337826388888888,0.272,1.3177,1.0457,0.30910605410554953
2025-04-28,62052.206878895064,62052.206878895064,2511.1944,64563.401278895064,36926.74136734804,0.0,8938.074580341667,45864.815947689705,20897.25567839506,16926.7770995,37824.03277789506,0.0,0.0,1,0.7660520833333333,0.3592,1.3403,0.9811000000000001,0.2990462536150809
2025-04-29,63058.49473930041,63058.49473930041,152.04849999999942,63210.54323930041,35910.60946387418,0.0,667.2827171583309,36577.89218103251,22821.598189300406,18485.494533333327,41307.09272263374,0.0,0.0,1,0.7303826388888888,0.3089,1.3284,1.0195,0.30008537241968075
2025-04-30,62667.38675946501,62667.38675946501,432.0013166666663,63099.388076131676,36215.15028568148,0.0,1426.4433992416652,37641.593684923144,21232.838909465016,17198.599516666665,38431.43842613168,0.0,0.0,1,0.7294423611111112,0.3282,1.3318,1.0036,0.29555841770279645
2025-05-01,63107.27604403291,63107.27604403291,2262.16155,65369.437594032905,36893.85444500076,0.0,10711.846240300001,47605.70068530076,23617.250144032918,19129.972616666666,42747.22276069959,0.0,0.0,1,0.7473263888888889,0.2921,1.3606,1.0685,0.3086539479439787
2025-05-02,62816.74036687242,62816.74036687242,0.0,62816.74036687242,28942.823019088784,0.0,0.0,28942.823019088784,22228.626316872425,18005.187316666663,40233.81363353909,0.0,0.0,0,0.5869513888888889,0.2486,1.2187,0.9701,0.2662006386131915
2025-05-03,62329.82906995885,62329.82906995885,18.39166666666665,62348.22073662552,27946.72467210549,0.0,38.25466666666664,27984.97933877216,22965.251069958846,18601.853366666663,41567.10443662551,0.0,0.0,1,0.5698243055555555,0.14,1.2238,1.0838,0.27403343020072074
2025-05-04,61154.39358415638,61154.39358415638,2568.3225666666663,63722.71615082305,36831.283675556995,0.0,11132.185719566665,47963.46939512366,20724.993600823043,16787.244816666665,37512.23841748971,0.0,0.0,1,0.7461284722222222,0.3732,1.3892,1.016,0.2965635536307696
2025-05-05,61308.71645353086,61308.71645353086,2455.5021333333325,63764.2185868642,36312.99199236323,0.0,10961.237598858332,47274.22959122156,21896.281597530862,17735.988093999993,39632.269691530855,0.0,0.0,1,0.7604611111111113,0.3375,1.3756,1.0381,0.3120650451052524
2025-05-06,61762.58950720164,61762.58950720164,2175.0050666666666,63937.59457386831,36836.291218274855,0.0,9638.96292075,46475.25413902485,22181.087757201647,17966.68108333333,40147.768840534976,0.0,0.0,1,0.7532361111111112,0.3324,1.343,1.0106,0.3089325566030893
2025-05-07,61712.61216440329,61712.61216440329,2080.6715499999996,63793.28371440329,37009.85604695318,0.0,9739.130670383332,46748.98671733651,20993.885514403293,17005.04726666667,37998.93278106996,0.0,0.0,1,0.7587291666666667,0.347,1.3712,1.0242,0.30707571425984576
2025-05-08,61425.54076049382,61425.54076049382,2675.0688833333334,64100.609643827156,36852.401226436275,0.0,11363.215412100002,48215.616638536274,20442.40549382716,16558.348449999998,37000.753943827156,0.0,0.0,1,0.7616590277777777,0.3201,1.4134,1.0933,0.3034695375095777
2025-05-09,62298.058031275716,62298.058031275716,0.0,62298.058031275716,28009.06425507117,0.0,0.0,28009.06425507117,22253.940164609052,18025.691533333335,40279.63169794239,0.0,0.0,0,0.5667381944444444,0.1705,1.1847,1.0142,0.2750780502866736
2025-05-10,62183.748703909456,62183.748703909456,0.0,62183.748703909456,28028.411661427366,0.0,0.0,28028.411661427366,21980.43835390946,17804.155066666666,39784.59342057613,0.0,0.0,0,0.5753076388888889,0.1241,1.1933,1.0692,0.2798955169840319
2025-05-11,60696.22006522633,60696.22006522633,2310.0092999999997,63006.229365226325,36566.44198657872,0.0,10119.9697825,46686.411769078724,20130.040781892996,16305.333033333332,36435.373815226325,0.0,0.0,1,0.7607819444444445,0.3089,1.3772,1.0683,0.30604375950107604
2025-05-12,60810.10014259258,60810.10014259258,2034.1702500000006,62844.27039259258,36847.774418672096,0.0,7415.278170608335,44263.05258928043,19924.470925925918,16138.821449999996,36063.292375925914,0.0,0.0,1,0.7517881944444444,0.3229,1.3827,1.0598,0.2972260380717865
2025-05-13,61726.08066090534,61726.08066090534,847.3070166666668,62573.387677572005,36695.701003972776,0.0,3663.321745308333,40359.02274928111,22441.72979423868,18177.80113333333,40619.53092757201,0.0,0.0,1,0.7564458333333334,0.2841,1.3607,1.0766,0.305790937995907
2025-05-14,61596.01354979423,61596.01354979423,949.6481666666668,62545.6617164609,36583.64156819641,0.0,3476.5696150333342,40060.211183229745,20960.103683127567,16977.683983333332,37937.7876664609,0.0,0.0,1,0.747551388888889,0.2722,1.3983,1.1261,0.30334052715510607
2025-05-15,61846.410210493814,61846.410210493814,816.2171666666671,62662.62737716048,37113.343746305116,0.0,3160.204810758335,40273.54855706345,21662.823827160482,17546.8873,39209.71112716048,0.0,0.0,1,0.7527770833333334,0.3356,1.3271,0.9914999999999999,0.29893265864636126
