policy,date,initial_plan_kwh,executed_adjusted_kwh,emergency_kwh,actual_grid_energy_kwh,plan_cost,adjustment_cost,emergency_cost,total_cost,up_adjust_kwh,down_adjust_kwh
0,2025-02-17,88958.54734994855,88958.54734994855,96.11098333333325,89054.65833328188,55275.42614698615,0.0,503.7237782666658,55779.149925252816,0.0,0.0
0,2025-02-18,80233.65361973594,80233.65361973594,1366.1641805555544,81599.8178002915,49758.786033814285,0.0,4517.717048123609,54276.503081937895,0.0,0.0
0,2025-02-19,80714.37768411916,80714.37768411916,634.962761111112,81349.34044523026,50128.41726120714,0.0,2368.0825909618097,52496.49985216895,0.0,0.0
0,2025-02-20,83279.41539027778,83279.41539027778,249.2680055555561,83528.68339583333,51333.96486079221,0.0,1219.0961372854194,52553.060998077635,0.0,0.0
0,2025-02-21,81369.59173940329,81369.59173940329,0.0,81369.59173940329,50313.39229082767,0.0,0.0,50313.39229082767,0.0,0.0
0,2025-02-22,82807.39319058642,82807.39319058642,0.0,82807.39319058642,51237.133080496904,0.0,0.0,51237.133080496904,0.0,0.0
0,2025-02-23,81437.41613174707,81437.41613174707,642.1449694444466,82079.56110119152,50182.815213086986,0.0,2934.767973838204,53117.58318692519,0.0,0.0
0,2025-02-24,77723.81582933813,77723.81582933813,1377.6602583333338,79101.47608767146,48302.9413039102,0.0,4056.00477599653,52358.94607990673,0.0,0.0
0,2025-02-25,80392.9759449861,80392.9759449861,183.3829111111114,80576.35885609721,49488.6424565491,0.0,788.5886363340289,50277.231092883136,0.0,0.0
0,2025-02-26,73882.11549657065,73882.11549657065,1749.476126388888,75631.59162295955,45027.442761471946,0.0,6497.696716140275,51525.13947761222,0.0,0.0
0,2025-02-27,75308.9164026406,75308.9164026406,504.1309444444438,75813.04734708506,46137.80373944654,0.0,2361.736365620831,48499.540105067375,0.0,0.0
0,2025-02-28,75524.92967674896,75524.92967674896,0.0,75524.92967674896,46057.357868489285,0.0,0.0,46057.357868489285,0.0,0.0
0,2025-03-01,85843.77428271604,85843.77428271604,0.0,85843.77428271604,53538.95427258208,0.0,0.0,53538.95427258208,0.0,0.0
0,2025-03-02,83044.5713120377,83044.5713120377,351.2954486111113,83395.86676064882,51336.141206940505,0.0,1538.5981036826392,52874.73931062315,0.0,0.0
0,2025-03-03,84771.50518931754,84771.50518931754,859.3925291666658,85630.89771848421,52357.21259632244,0.0,3915.10093471458,56272.31353103702,0.0,0.0
0,2025-03-04,75940.61318621399,75940.61318621399,1741.595791666668,77682.20897788065,46683.85452413651,0.0,5974.214245068757,52658.06876920526,0.0,0.0
0,2025-03-05,79791.13168575102,79791.13168575102,175.04571527777819,79966.1774010288,49019.97667418915,0.0,878.6831253541687,49898.65979954332,0.0,0.0
0,2025-03-06,75133.27603170439,75133.27603170439,434.95624722222306,75568.2322789266,45793.33100176396,0.0,1913.3977268298652,47706.72872859382,0.0,0.0
0,2025-03-07,80780.17255865209,80780.17255865209,0.0,80780.17255865209,49925.33451632256,0.0,0.0,49925.33451632256,0.0,0.0
0,2025-03-08,74584.90752095832,74584.90752095832,0.0,74584.90752095832,45277.808822833715,0.0,0.0,45277.808822833715,0.0,0.0
0,2025-03-09,78726.83741445473,78726.83741445473,240.5630569444449,78967.40047139917,47915.24272755087,0.0,1307.4289936187529,49222.67172116962,0.0,0.0
0,2025-03-10,75556.90248144718,75556.90248144718,1091.9347833333336,76648.83726478051,45694.439071622764,0.0,4707.243254188194,50401.68232581096,0.0,0.0
0,2025-03-11,67445.78799300411,67445.78799300411,3749.4624555555556,71195.25044855966,41154.20600928577,0.0,12974.292268602778,54128.498277888546,0.0,0.0
0,2025-03-12,77094.27813489368,77094.27813489368,229.83032638888983,77324.10846128258,47072.643559517805,0.0,798.6801056965321,47871.32366521434,0.0,0.0
0,2025-03-13,77235.24039634773,77235.24039634773,1023.726270833334,78258.96666718106,46932.613143723946,0.0,4539.4739718756955,51472.08711559964,0.0,0.0
0,2025-03-14,69945.92924377572,69945.92924377572,0.0,69945.92924377572,42582.074433641945,0.0,0.0,42582.074433641945,0.0,0.0
0,2025-03-15,76322.13890694444,76322.13890694444,9.053333333333399,76331.19224027777,46223.971102382086,0.0,19.356026666666803,46243.327129048754,0.0,0.0
0,2025-03-16,73848.90551299724,73848.90551299724,476.347698611111,74325.25321160835,45111.90710272442,0.0,1996.7198923909718,47108.626995115395,0.0,0.0
0,2025-03-17,69483.16628336042,69483.16628336042,762.0914791666678,70245.2577625271,41452.52690656767,0.0,3253.633160124309,44706.16006669198,0.0,0.0
0,2025-03-18,77960.13295833333,77960.13295833333,98.57998333333353,78058.71294166666,47794.13632616624,0.0,282.7199363083338,48076.856262474575,0.0,0.0
0,2025-03-19,65028.111678772286,65028.111678772286,1509.2470027777772,66537.35868155006,39569.21747725693,0.0,5239.940772306942,44809.15824956387,0.0,0.0
0,2025-03-20,73413.45432347392,73413.45432347392,1064.7101750000004,74478.16449847393,44712.58691134697,0.0,4291.443499579168,49004.030410926134,0.0,0.0
0,2025-03-21,71224.7246241706,71224.7246241706,0.0,71224.7246241706,42813.49560244485,0.0,0.0,42813.49560244485,0.0,0.0
0,2025-03-22,73697.9483563443,73697.9483563443,9.078333333333376,73707.02668967764,45017.12890273389,0.0,19.409476666666755,45036.53837940056,0.0,0.0
0,2025-03-23,74106.61468137859,74106.61468137859,240.36892222222264,74346.9836036008,45109.31601797122,0.0,1081.5841581013915,46190.90017607261,0.0,0.0
0,2025-03-24,69821.60133141288,69821.60133141288,417.4114111111114,70239.01274252399,42025.367988600156,0.0,1413.0405937625023,43438.40858236266,0.0,0.0
0,2025-03-25,77048.39567949245,77048.39567949245,254.22587361111073,77302.62155310356,46948.23656421999,0.0,888.0266420611102,47836.263206281095,0.0,0.0
0,2025-03-26,67170.62047189643,67170.62047189643,460.3600555555561,67630.98052745199,40612.20439221275,0.0,1745.8669161506944,42358.07130836344,0.0,0.0
0,2025-03-27,70422.60704269547,70422.60704269547,361.138283333333,70783.7453260288,42686.15192227504,0.0,1237.314162123609,43923.46608439865,0.0,0.0
0,2025-03-28,68377.01879999999,68377.01879999999,0.0,68377.01879999999,41568.56711670125,0.0,0.0,41568.56711670125,0.0,0.0
0,2025-03-29,62918.48269305554,62918.48269305554,0.0,62918.48269305554,37884.15785276639,0.0,0.0,37884.15785276639,0.0,0.0
0,2025-03-30,68736.60165999657,68736.60165999657,567.4990916666667,69304.10075166324,41069.81557712857,0.0,2064.2352905930566,43134.05086772163,0.0,0.0
0,2025-03-31,60338.92374489026,60338.92374489026,2780.4856544410145,63119.40939933127,36259.9969352702,0.0,9615.16715544063,45875.16409071083,0.0,0.0
0,2025-04-01,72743.26750594992,72743.26750594992,934.0451250000006,73677.31263094992,43155.53767072038,0.0,3483.2327618631984,46638.77043258358,0.0,0.0
0,2025-04-02,69635.84076805555,69635.84076805555,744.3947250000008,70380.23549305556,41622.897211218326,0.0,3033.901940495838,44656.79915171416,0.0,0.0
0,2025-04-03,70491.49285644719,70491.49285644719,386.33435694444483,70877.82721339163,42856.68546439257,0.0,1313.1410226083353,44169.8264870009,0.0,0.0
0,2025-04-04,62042.7369625,62042.7369625,0.0,62042.7369625,37139.30921500861,0.0,0.0,37139.30921500861,0.0,0.0
0,2025-04-05,62188.41999722221,62188.41999722221,0.0,62188.41999722221,36797.67218818888,0.0,0.0,36797.67218818888,0.0,0.0
0,2025-04-06,66123.87401843278,66123.87401843278,535.4039569444446,66659.27797537722,38889.40105871911,0.0,2333.86167443264,41223.26273315175,0.0,0.0
0,2025-04-07,59158.94066527777,59158.94066527777,2728.0918430555557,61887.03250833332,34894.89435607916,0.0,10201.436011118054,45096.33036719721,0.0,0.0
0,2025-04-08,67606.08887062757,67606.08887062757,408.45994305555496,68014.54881368313,40552.130630269625,0.0,1790.1921999208316,42342.32283019046,0.0,0.0
0,2025-04-09,66265.9621968107,66265.9621968107,1453.240755555556,67719.20295236625,39443.85029747786,0.0,4605.065746359031,44048.91604383689,0.0,0.0
0,2025-04-10,65038.09262872084,65038.09262872084,422.47748611111075,65460.57011483195,39224.68303155548,0.0,1738.6450894493041,40963.328121004786,0.0,0.0
0,2025-04-11,53960.15668957475,53960.15668957475,0.0,53960.15668957475,32244.417330992168,0.0,0.0,32244.417330992168,0.0,0.0
0,2025-04-12,68624.42385119444,68624.42385119444,0.0,68624.42385119444,40788.239735872616,0.0,0.0,40788.239735872616,0.0,0.0
0,2025-04-13,61545.11532222222,61545.11532222222,861.4250722222229,62406.54039444444,36310.74577977847,0.0,3282.184293915976,39592.93007369444,0.0,0.0
0,2025-04-14,64705.521376183126,64705.521376183126,746.5615486111112,65452.08292479424,38824.39750460308,0.0,2321.2630749270843,41145.660579530166,0.0,0.0
0,2025-04-15,56743.35386025377,56743.35386025377,1781.349906944447,58524.70376719821,33388.057934137105,0.0,7550.616084916676,40938.67401905378,0.0,0.0
0,2025-04-16,63175.22998683128,63175.22998683128,987.931001388888,64163.16098822017,36810.893830620866,0.0,3958.9274898555527,40769.82132047642,0.0,0.0
0,2025-04-17,57574.03766159122,57574.03766159122,2002.6005652777787,59576.638226869,34654.40027999258,0.0,6553.414770384034,41207.815050376616,0.0,0.0
0,2025-04-18,58610.451108161855,58610.451108161855,0.0,58610.451108161855,34558.62348775934,0.0,0.0,34558.62348775934,0.0,0.0
0,2025-04-19,62579.16936666666,62579.16936666666,0.0,62579.16936666666,36493.915475393194,0.0,0.0,36493.915475393194,0.0,0.0
0,2025-04-20,58332.29027520575,58332.29027520575,1731.1719291666682,60063.462204372416,34620.41875269064,0.0,6340.334927320841,40960.75368001148,0.0,0.0
0,2025-04-21,61243.55799903978,61243.55799903978,697.2079875000003,61940.76598653978,36253.68370694095,0.0,2558.722986063196,38812.406693004144,0.0,0.0
0,2025-04-22,54910.379863888884,54910.379863888884,4170.299862500002,59080.67972638889,32472.777613439717,0.0,14015.501143377785,46488.278756817504,0.0,0.0
0,2025-04-23,53910.865749519886,53910.865749519886,3361.2340111111134,57272.099760631,31922.357805766085,0.0,11130.413915955567,43052.771721721656,0.0,0.0
0,2025-04-24,56075.27262918055,56075.27262918055,941.7284944444452,57017.001123625,33137.836616325425,0.0,3101.7711732687535,36239.60778959418,0.0,0.0
0,2025-04-25,54714.76270233196,54714.76270233196,0.0,54714.76270233196,32995.14751898478,0.0,0.0,32995.14751898478,0.0,0.0
0,2025-04-26,54604.99958220165,54604.99958220165,0.0,54604.99958220165,32755.536883653873,0.0,0.0,32755.536883653873,0.0,0.0
0,2025-04-27,55062.24398189299,55062.24398189299,2079.5379958333324,57141.78197772632,32756.051712804365,0.0,9299.41750882708,42055.46922163144,0.0,0.0
0,2025-04-28,65820.82891141975,65820.82891141975,957.1022583333336,66777.9311697531,38573.21529012594,0.0,4158.490582112502,42731.70587223844,0.0,0.0
0,2025-04-29,57162.87302366255,57162.87302366255,838.0597361111102,58000.932759773656,33747.06000927683,0.0,3859.643548100692,37606.70355737752,0.0,0.0
0,2025-04-30,54337.98941570645,54337.98941570645,1924.5336097222228,56262.52302542867,32568.227005210487,0.0,6870.689258778473,39438.91626398896,0.0,0.0
0,2025-05-01,57168.08622148491,57168.08622148491,3176.752418055555,60344.83863954047,34091.775846399396,0.0,15031.260585634027,49123.03643203342,0.0,0.0
0,2025-05-02,67725.72750735597,67725.72750735597,0.0,67725.72750735597,40011.91481553619,0.0,0.0,40011.91481553619,0.0,0.0
0,2025-05-03,63938.99743607681,63938.99743607681,18.39166666666665,63957.38910274348,37703.201040286425,0.0,39.3213833333333,37742.52242361976,0.0,0.0
0,2025-05-04,60949.74251558641,60949.74251558641,2095.903129166666,63045.64564475308,35913.771924014254,0.0,9730.854659113887,45644.62658312814,0.0,0.0
0,2025-05-05,61903.140418055555,61903.140418055555,2489.321109722223,64392.46152777778,37144.11023286791,0.0,9778.221112487501,46922.331345355415,0.0,0.0
0,2025-05-06,54281.05694718793,54281.05694718793,4502.279472222221,58783.336419410145,32342.2022478391,0.0,20440.18006573264,52782.38231357174,0.0,0.0
0,2025-05-07,57846.83926531207,57846.83926531207,2977.8073541666654,60824.646619478735,34805.900774781476,0.0,12493.434455946524,47299.335230728,0.0,0.0
0,2025-05-08,64362.44505832561,64362.44505832561,2315.453933333333,66677.89899165895,37250.59326307691,0.0,11410.793721550695,48661.38698462761,0.0,0.0
0,2025-05-09,67542.22879528464,67542.22879528464,0.0,67542.22879528464,39560.34590978577,0.0,0.0,39560.34590978577,0.0,0.0
0,2025-05-10,65730.25748077023,65730.25748077023,0.0,65730.25748077023,38493.8573407315,0.0,0.0,38493.8573407315,0.0,0.0
0,2025-05-11,62312.21982818929,62312.21982818929,2296.524854166666,64608.74468235596,36308.47332884034,0.0,11148.25158603472,47456.724914875056,0.0,0.0
0,2025-05-12,55626.12271243141,55626.12271243141,2803.0174583333337,58429.140170764746,33111.50778772933,0.0,11682.179873551395,44793.687661280725,0.0,0.0
0,2025-05-13,64636.29115312071,64636.29115312071,1229.0768374999993,65865.36799062071,37859.32763421592,0.0,5793.09515601458,43652.4227902305,0.0,0.0
0,2025-05-14,63028.20192676611,63028.20192676611,1122.91840138889,64151.120328155,38032.36050077957,0.0,4166.379153433338,42198.739654212906,0.0,0.0
0,2025-05-15,61829.94477007424,61829.94477007424,997.9223513888882,62827.867121463125,37914.53200037076,0.0,3322.683213818746,41237.215214189506,0.0,0.0
0,2025-05-16,58854.16810546981,58854.16810546981,0.0,58854.16810546981,35851.0999553423,0.0,0.0,35851.0999553423,0.0,0.0
0,2025-05-17,66891.34851658093,66891.34851658093,3.5616666666666106,66894.91018324759,39858.48946880014,0.0,7.614843333333213,39866.10431213347,0.0,0.0
0,2025-05-18,66484.45099698217,66484.45099698217,656.5954638888886,67141.04646087106,39145.90378950878,0.0,2052.36128167847,41198.265071187256,0.0,0.0
0,2025-05-19,60550.91036694101,60550.91036694101,669.382944444442,61220.29331138545,35790.457003286036,0.0,3302.27229265276,39092.72929593879,0.0,0.0
0,2025-05-20,60057.88522263374,60057.88522263374,2088.65015787037,62146.53538050411,35707.15495163588,0.0,8553.947574965045,44261.102526600924,0.0,0.0
0,2025-05-21,56671.6308803155,56671.6308803155,1779.4138027777772,58451.04468309328,34291.02212009536,0.0,6824.587069181942,41115.609189277304,0.0,0.0
0,2025-05-22,59554.15739696502,59554.15739696502,1208.7191805555547,60762.876577520576,36108.05381034689,0.0,3434.1786463437493,39542.232456690646,0.0,0.0
0,2025-05-23,63681.17096476337,63681.17096476337,0.0,63681.17096476337,37667.794076741186,0.0,0.0,37667.794076741186,0.0,0.0
0,2025-05-24,57900.62112021604,57900.62112021604,0.0,57900.62112021604,35132.3541909966,0.0,0.0,35132.3541909966,0.0,0.0
0,2025-05-25,60570.73799840534,60570.73799840534,685.0707208333341,61255.808719238674,35902.438843632095,0.0,3078.5599076583376,38980.99875129043,0.0,0.0
0,2025-05-26,58637.32468204167,58637.32468204167,2312.5148319444424,60949.83951398611,35441.74160239911,0.0,7553.009555841658,42994.75115824077,0.0,0.0
0,2025-05-27,55899.014393227015,55899.014393227015,1019.7581138888884,56918.7725071159,33971.59195733478,0.0,4148.370098190971,38119.96205552575,0.0,0.0
0,2025-05-28,63716.46592222222,63716.46592222222,534.1600944444442,64250.62601666666,37704.08732342305,0.0,2220.1580251729165,39924.24534859597,0.0,0.0
0,2025-05-29,62960.61063472222,62960.61063472222,1061.1848083333336,64021.795443055555,37420.34999897958,0.0,4703.9205693437525,42124.270568323336,0.0,0.0
0,2025-05-30,66817.84670312071,66817.84670312071,0.0,66817.84670312071,40060.36914258423,0.0,0.0,40060.36914258423,0.0,0.0
0,2025-05-31,69685.75350154939,69685.75350154939,92.18666666666661,69777.94016821605,42418.67151516987,0.0,197.0950933333332,42615.7666085032,0.0,0.0
0,2025-06-01,77390.77704531893,77390.77704531893,4779.944520833333,82170.72156615226,46832.32454412542,0.0,18629.651314407638,65461.97585853306,0.0,0.0
0,2025-06-02,78860.16936685526,78860.16936685526,4768.228505555553,83628.39787241082,48382.20696719123,0.0,18470.166922456934,66852.37388964817,0.0,0.0
0,2025-06-03,72795.50102247941,72795.50102247941,5181.510336111111,77977.01135859052,44103.5510551509,0.0,20853.581773915976,64957.132829066875,0.0,0.0
0,2025-06-04,83604.211835631,83604.211835631,4170.542713888887,87774.75454951989,51602.961057118155,0.0,14850.93924993611,66453.90030705427,0.0,0.0
0,2025-06-05,73037.06383739712,73037.06383739712,6101.854548611108,79138.91838600823,43766.22054828738,0.0,24711.04216019652,68477.2627084839,0.0,0.0
0,2025-06-06,80123.133022548,80123.133022548,0.0,80123.133022548,49632.01412493882,0.0,0.0,49632.01412493882,0.0,0.0
0,2025-06-07,84918.85505138888,84918.85505138888,76.18833333333339,84995.04338472222,52746.05585316375,0.0,162.89065666666679,52908.94650983042,0.0,0.0
0,2025-06-08,69706.5844656725,69706.5844656725,5748.925980861111,75455.5104465336,41827.69843662318,0.0,22890.701570968857,64718.400007592034,0.0,0.0
0,2025-06-09,79049.65121111111,79049.65121111111,3010.910172222223,82060.56138333333,48880.05287087361,0.0,11171.416997421531,60051.46986829514,0.0,0.0
0,2025-06-10,74717.07478849452,74717.07478849452,3075.900697222222,77792.97548571674,45518.96434463294,0.0,11816.862001562498,57335.82634619544,0.0,0.0
0,2025-06-11,80712.11057977777,80712.11057977777,2930.4665000000014,83642.57707977777,50710.87706337326,0.0,10904.570464428474,61615.447527801734,0.0,0.0
0,2025-06-12,79529.63437673182,79529.63437673182,1573.1579694444436,81102.79234617625,49388.73780638222,0.0,6075.725470902775,55464.463277284995,0.0,0.0
0,2025-06-13,80448.31446826833,80448.31446826833,0.0,80448.31446826833,50009.482354239706,0.0,0.0,50009.482354239706,0.0,0.0
0,2025-06-14,81536.44776375171,81536.44776375171,0.0,81536.44776375171,49990.154293713495,0.0,0.0,49990.154293713495,0.0,0.0
0,2025-06-15,73965.39111627228,73965.39111627228,3789.312202777781,77754.70331905007,45455.07694614427,0.0,14021.816953467374,59476.89389961164,0.0,0.0
0,2025-06-16,77837.53947129182,77837.53947129182,2161.627255555557,79999.16672684738,48006.49774434583,0.0,8363.336319742368,56369.834064088194,0.0,0.0
0,2025-06-17,80098.13796541494,80098.13796541494,1891.3283472222238,81989.46631263716,49602.09087936391,0.0,8145.152284891676,57747.24316425559,0.0,0.0
0,2025-06-18,80843.76291838134,80843.76291838134,867.2902972222228,81711.05321560356,49948.55817164031,0.0,3498.6337035798633,53447.191875220175,0.0,0.0
0,2025-06-19,76841.25717973249,76841.25717973249,2432.6477847222222,79273.90496445472,47131.75638834956,0.0,10899.071925306944,58030.8283136565,0.0,0.0
0,2025-06-20,79451.10218472223,79451.10218472223,0.0,79451.10218472223,49076.74647880375,0.0,0.0,49076.74647880375,0.0,0.0
0,2025-06-21,74343.05803558246,74343.05803558246,0.0,74343.05803558246,45952.65598009236,0.0,0.0,45952.65598009236,0.0,0.0
0,2025-06-22,74581.25031387173,74581.25031387173,2093.5484916666665,76674.79880553839,45152.43047003234,0.0,8810.209623874998,53962.640093907336,0.0,0.0
0,2025-06-23,75582.74032003377,75582.74032003377,1429.6933597222214,77012.433679756,47076.59587974889,0.0,4750.322072518748,51826.91795226764,0.0,0.0
0,2025-06-24,87201.96061944443,87201.96061944443,668.1231444444444,87870.08376388888,54860.31037643861,0.0,2505.896118354167,57366.20649479278,0.0,0.0
0,2025-06-25,78372.91368487653,78372.91368487653,2034.8653250000002,80407.77900987654,48001.21712721663,0.0,9118.020231642364,57119.237358859,0.0,0.0
0,2025-06-26,75320.3980254801,75320.3980254801,2257.166484722223,77577.56451020233,46867.11663615812,0.0,8244.310058808334,55111.42669496645,0.0,0.0
0,2025-06-27,78026.33264727521,78026.33264727521,0.0,78026.33264727521,49134.819585546036,0.0,0.0,49134.819585546036,0.0,0.0
0,2025-06-28,76925.65200710151,76925.65200710151,0.0,76925.65200710151,48162.080115368764,0.0,0.0,48162.080115368764,0.0,0.0
0,2025-06-29,73640.96534322701,73640.96534322701,3964.846936111113,77605.81227933813,45056.92516183178,0.0,14503.166086833342,59560.09124866512,0.0,0.0
0,2025-06-30,79981.5909963786,79981.5909963786,883.1954388888885,80864.78643526748,49700.82246293185,0.0,3391.4686993354144,53092.29116226726,0.0,0.0
0,2025-07-01,70877.38221376885,70877.38221376885,12898.35746388889,83775.73967765775,43401.58799988911,0.0,46199.751593426394,89601.3395933155,0.0,0.0
0,2025-07-02,68531.7922380144,68531.7922380144,8911.415979166663,77443.20821718106,42560.14973184124,0.0,30785.01434433957,73345.16407618081,0.0,0.0
0,2025-07-03,77235.2865717349,77235.2865717349,8316.604875000003,85551.89144673491,47588.76784744527,0.0,31096.460390859735,78685.228238305,0.0,0.0
0,2025-07-04,69890.00331207133,69890.00331207133,0.0,69890.00331207133,43088.262261168056,0.0,0.0,43088.262261168056,0.0,0.0
0,2025-07-05,68922.26623928326,68922.26623928326,71.99833333333322,68994.2645726166,42738.244063968064,0.0,153.93243666666643,42892.176500634734,0.0,0.0
0,2025-07-06,71735.62298940329,71735.62298940329,12338.992219444444,84074.61520884774,44910.166570094996,0.0,47918.41664311598,92828.58321321098,0.0,0.0
0,2025-07-07,73639.78108333332,73639.78108333332,7060.767297222223,80700.54838055554,45618.855410746604,0.0,25590.04930223125,71208.90471297785,0.0,0.0
0,2025-07-08,77435.74526563786,77435.74526563786,7121.739406944442,84557.4846725823,48052.57586023798,0.0,26801.52418538193,74854.10004561991,0.0,0.0
0,2025-07-09,79243.12661775926,79243.12661775926,4926.26369861111,84169.39031637038,48801.759100097996,0.0,18855.592496840276,67657.35159693827,0.0,0.0
0,2025-07-10,74584.29668432786,74584.29668432786,4304.027901388888,78888.32458571675,46746.587110323206,0.0,16892.93647550903,63639.523585832234,0.0,0.0
0,2025-07-11,83627.10188948901,83627.10188948901,0.0,83627.10188948901,52335.90109824757,0.0,0.0,52335.90109824757,0.0,0.0
0,2025-07-12,74261.97550495542,74261.97550495542,0.0,74261.97550495542,46608.45943968913,0.0,0.0,46608.45943968913,0.0,0.0
0,2025-07-13,80927.95861666667,80927.95861666667,1562.461630555555,82490.42024722222,51554.27845628583,0.0,5450.9598846236095,57005.23834090944,0.0,0.0
0,2025-07-14,77374.897669393,77374.897669393,2788.7555527777786,80163.65322217077,47798.879885699615,0.0,11649.625546826395,59448.50543252601,0.0,0.0
0,2025-07-15,81521.71527548009,81521.71527548009,1368.2065583333333,82889.92183381342,50626.71947291131,0.0,5333.838140131251,55960.55761304256,0.0,0.0
0,2025-07-16,78976.27356397462,78976.27356397462,2818.485893055553,81794.75945703017,50059.416153820195,0.0,8817.470327602075,58876.88648142227,0.0,0.0
0,2025-07-17,77082.59332515432,77082.59332515432,3142.8256638888915,80225.4189890432,48146.75220159504,0.0,12669.540698154178,60816.29289974921,0.0,0.0
0,2025-07-18,88119.48480663888,88119.48480663888,0.0,88119.48480663888,55499.22504525643,0.0,0.0,55499.22504525643,0.0,0.0
0,2025-07-19,85932.46183237311,85932.46183237311,31.365000000000123,85963.82683237312,54699.746468524114,0.0,67.05837000000027,54766.80483852411,0.0,0.0
0,2025-07-20,82754.99149986281,82754.99149986281,930.6896374999991,83685.6811373628,51344.02633625514,0.0,3943.557696832636,55287.584033087776,0.0,0.0
0,2025-07-21,83721.37340507544,83721.37340507544,728.869720833334,84450.24312590878,52466.07927616263,0.0,3058.8439709951417,55524.92324715777,0.0,0.0
0,2025-07-22,79983.0985679698,79983.0985679698,1782.3694180555572,81765.46798602537,50331.95402278108,0.0,6638.3766036479265,56970.33062642901,0.0,0.0
0,2025-07-23,90031.92154480451,90031.92154480451,276.31441666666666,90308.23596147117,57144.36119916051,0.0,1041.3373651666652,58185.69856432717,0.0,0.0
0,2025-07-24,89696.87591263888,89696.87591263888,256.3707319444435,89953.24664458331,56964.69675779075,0.0,777.1835490458291,57741.88030683658,0.0,0.0
0,2025-07-25,79840.80628029836,79840.80628029836,0.0,79840.80628029836,50345.26181538773,0.0,0.0,50345.26181538773,0.0,0.0
0,2025-07-26,85641.2478168726,85641.2478168726,0.0,85641.2478168726,53493.80237479842,0.0,0.0,53493.80237479842,0.0,0.0
0,2025-07-27,82385.03196471209,82385.03196471209,1998.284363888889,84383.31632860098,51514.142867513845,0.0,8136.828822676391,59650.971690190236,0.0,0.0
0,2025-07-28,85568.59715348079,85568.59715348079,2018.2678155006831,87586.86496898148,53684.5020422064,0.0,8545.969627118908,62230.47166932531,0.0,0.0
0,2025-07-29,82923.45235221193,82923.45235221193,1595.3172194444428,84518.76957165638,52017.73360793534,0.0,6172.647114156942,58190.38072209228,0.0,0.0
0,2025-07-30,76742.03199722222,76742.03199722222,4036.5250583333354,80778.55705555556,48322.08748478736,0.0,14833.622497861812,63155.70998264917,0.0,0.0
0,2025-07-31,81544.04046316014,81544.04046316014,1701.5890208333321,83245.62948399347,50985.39349763621,0.0,6705.78304453819,57691.1765421744,0.0,0.0
0,2025-08-01,81926.74859727366,81926.74859727366,0.0,81926.74859727366,51870.191536716586,0.0,0.0,51870.191536716586,0.0,0.0
0,2025-08-02,89357.62696388888,89357.62696388888,32.52833333333342,89390.15529722221,56522.38895885319,0.0,69.54557666666685,56591.93453551985,0.0,0.0
