INFO [001/334] policy=0+6+12+18 2025-02-01 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-976.370 total_cost=58418.648
INFO [048/334] policy=0+6+12+18 2025-03-20 solved (0, 6, 12, 18): emergency=1217.372 adjustment_cost=-1279.947 total_cost=48043.113
INFO [049/334] policy=0+6+12+18 2025-03-21 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-1482.366 total_cost=41331.130
INFO [050/334] policy=0+6+12+18 2025-03-22 solved (0, 6, 12, 18): emergency=9.078 adjustment_cost=-794.168 total_cost=44242.371
INFO [051/334] policy=0+6+12+18 2025-03-23 solved (0, 6, 12, 18): emergency=265.803 adjustment_cost=-1512.242 total_cost=44803.094
INFO [052/334] policy=0+6+12+18 2025-03-24 solved (0, 6, 12, 18): emergency=289.553 adjustment_cost=-95.425 total_cost=42734.936
INFO [053/334] policy=0+6+12+18 2025-03-25 solved (0, 6, 12, 18): emergency=544.368 adjustment_cost=-2692.217 total_cost=46412.898
INFO [054/334] policy=0+6+12+18 2025-03-26 solved (0, 6, 12, 18): emergency=282.478 adjustment_cost=-564.771 total_cost=41038.860
INFO [055/334] policy=0+6+12+18 2025-03-27 solved (0, 6, 12, 18): emergency=616.783 adjustment_cost=-854.158 total_cost=44109.782
INFO [056/334] policy=0+6+12+18 2025-03-28 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-740.506 total_cost=40828.061
INFO [057/334] policy=0+6+12+18 2025-03-29 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=305.466 total_cost=38189.624
INFO [058/334] policy=0+6+12+18 2025-03-30 solved (0, 6, 12, 18): emergency=895.322 adjustment_cost=-1994.293 total_cost=42737.349
INFO [059/334] policy=0+6+12+18 2025-03-31 solved (0, 6, 12, 18): emergency=488.911 adjustment_cost=5018.035 total_cost=43038.497
INFO [060/334] policy=0+6+12+18 2025-04-01 solved (0, 6, 12, 18): emergency=498.699 adjustment_cost=-858.099 total_cost=44054.680
INFO [061/334] policy=0+6+12+18 2025-04-02 solved (0, 6, 12, 18): emergency=569.629 adjustment_cost=832.140 total_cost=44762.961
INFO [062/334] policy=0+6+12+18 2025-04-03 solved (0, 6, 12, 18): emergency=396.727 adjustment_cost=-1772.521 total_cost=42437.666
INFO [063/334] policy=0+6+12+18 2025-04-04 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-667.968 total_cost=36471.342
INFO [064/334] policy=0+6+12+18 2025-04-05 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=687.872 total_cost=37485.545
INFO [065/334] policy=0+6+12+18 2025-04-06 solved (0, 6, 12, 18): emergency=355.020 adjustment_cost=-57.327 total_cost=40326.369
INFO [066/334] policy=0+6+12+18 2025-04-07 solved (0, 6, 12, 18): emergency=513.125 adjustment_cost=2179.221 total_cost=38907.487
INFO [067/334] policy=0+6+12+18 2025-04-08 solved (0, 6, 12, 18): emergency=466.685 adjustment_cost=-1294.460 total_cost=41264.952
INFO [068/334] policy=0+6+12+18 2025-04-09 solved (0, 6, 12, 18): emergency=485.514 adjustment_cost=505.935 total_cost=41856.373
INFO [069/334] policy=0+6+12+18 2025-04-10 solved (0, 6, 12, 18): emergency=823.833 adjustment_cost=-835.623 total_cost=42003.190
INFO [070/334] policy=0+6+12+18 2025-04-11 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=1866.617 total_cost=34111.034
INFO [071/334] policy=0+6+12+18 2025-04-12 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-1804.083 total_cost=38984.157
INFO [072/334] policy=0+6+12+18 2025-04-13 solved (0, 6, 12, 18): emergency=593.437 adjustment_cost=228.303 total_cost=38918.890
INFO [073/334] policy=0+6+12+18 2025-04-14 solved (0, 6, 12, 18): emergency=1030.353 adjustment_cost=-2220.071 total_cost=40416.210
INFO [074/334] policy=0+6+12+18 2025-04-15 solved (0, 6, 12, 18): emergency=499.715 adjustment_cost=1924.679 total_cost=37777.432
INFO [075/334] policy=0+6+12+18 2025-04-16 solved (0, 6, 12, 18): emergency=463.185 adjustment_cost=1509.463 total_cost=40091.459
INFO [076/334] policy=0+6+12+18 2025-04-17 solved (0, 6, 12, 18): emergency=364.940 adjustment_cost=2215.237 total_cost=38404.520
INFO [077/334] policy=0+6+12+18 2025-04-18 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=396.653 total_cost=34955.277
INFO [078/334] policy=0+6+12+18 2025-04-19 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=1328.673 total_cost=37822.588
INFO [079/334] policy=0+6+12+18 2025-04-20 solved (0, 6, 12, 18): emergency=566.028 adjustment_cost=813.617 total_cost=37396.182
INFO [080/334] policy=0+6+12+18 2025-04-21 solved (0, 6, 12, 18): emergency=994.848 adjustment_cost=-1646.271 total_cost=38183.491
INFO [081/334] policy=0+6+12+18 2025-04-22 solved (0, 6, 12, 18): emergency=687.060 adjustment_cost=3158.913 total_cost=38339.372
INFO [082/334] policy=0+6+12+18 2025-04-23 solved (0, 6, 12, 18): emergency=824.150 adjustment_cost=3092.759 total_cost=37742.917
INFO [083/334] policy=0+6+12+18 2025-04-24 solved (0, 6, 12, 18): emergency=677.124 adjustment_cost=764.078 total_cost=36425.182
INFO [084/334] policy=0+6+12+18 2025-04-25 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-188.937 total_cost=32806.211
INFO [085/334] policy=0+6+12+18 2025-04-26 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=632.548 total_cost=33388.085
INFO [086/334] policy=0+6+12+18 2025-04-27 solved (0, 6, 12, 18): emergency=793.839 adjustment_cost=1335.856 total_cost=37195.711
INFO [087/334] policy=0+6+12+18 2025-04-28 solved (0, 6, 12, 18): emergency=444.869 adjustment_cost=-398.428 total_cost=39898.492
INFO [088/334] policy=0+6+12+18 2025-04-29 solved (0, 6, 12, 18): emergency=268.251 adjustment_cost=440.330 total_cost=35473.133
INFO [089/334] policy=0+6+12+18 2025-04-30 solved (0, 6, 12, 18): emergency=1611.547 adjustment_cost=-451.496 total_cost=37894.153
INFO [090/334] policy=0+6+12+18 2025-05-01 solved (0, 6, 12, 18): emergency=2907.308 adjustment_cost=-93.433 total_cost=47354.082
INFO [091/334] policy=0+6+12+18 2025-05-02 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-394.054 total_cost=39617.861
INFO [092/334] policy=0+6+12+18 2025-05-03 solved (0, 6, 12, 18): emergency=18.392 adjustment_cost=-810.219 total_cost=36932.304
INFO [093/334] policy=0+6+12+18 2025-05-04 solved (0, 6, 12, 18): emergency=3598.365 adjustment_cost=-1761.971 total_cost=49189.929
INFO [094/334] policy=0+6+12+18 2025-05-05 solved (0, 6, 12, 18): emergency=2757.882 adjustment_cost=-1051.382 total_cost=48710.661
INFO [095/334] policy=0+6+12+18 2025-05-06 solved (0, 6, 12, 18): emergency=3117.926 adjustment_cost=1555.294 total_cost=47640.083
INFO [096/334] policy=0+6+12+18 2025-05-07 solved (0, 6, 12, 18): emergency=2292.776 adjustment_cost=969.783 total_cost=46471.671
INFO [097/334] policy=0+6+12+18 2025-05-08 solved (0, 6, 12, 18): emergency=2397.671 adjustment_cost=-561.998 total_cost=48560.951
INFO [098/334] policy=0+6+12+18 2025-05-09 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-1839.518 total_cost=37720.828
INFO [099/334] policy=0+6+12+18 2025-05-10 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=795.234 total_cost=39289.091
INFO [100/334] policy=0+6+12+18 2025-05-11 solved (0, 6, 12, 18): emergency=2052.465 adjustment_cost=-10.356 total_cost=46383.784
INFO [101/334] policy=0+6+12+18 2025-05-12 solved (0, 6, 12, 18): emergency=1505.275 adjustment_cost=2485.542 total_cost=42284.336
INFO [102/334] policy=0+6+12+18 2025-05-13 solved (0, 6, 12, 18): emergency=1201.109 adjustment_cost=-977.750 total_cost=42674.412
INFO [103/334] policy=0+6+12+18 2025-05-14 solved (0, 6, 12, 18): emergency=963.128 adjustment_cost=-967.530 total_cost=41000.570
INFO [104/334] policy=0+6+12+18 2025-05-15 solved (0, 6, 12, 18): emergency=711.963 adjustment_cost=-135.362 total_cost=40471.714
INFO [105/334] policy=0+6+12+18 2025-05-16 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-949.655 total_cost=34901.445
INFO [106/334] policy=0+6+12+18 2025-05-17 solved (0, 6, 12, 18): emergency=3.562 adjustment_cost=-857.624 total_cost=39008.481
INFO [107/334] policy=0+6+12+18 2025-05-18 solved (0, 6, 12, 18): emergency=689.997 adjustment_cost=-1054.531 total_cost=40300.487
INFO [108/334] policy=0+6+12+18 2025-05-19 solved (0, 6, 12, 18): emergency=497.633 adjustment_cost=-548.763 total_cost=37841.043
INFO [109/334] policy=0+6+12+18 2025-05-20 solved (0, 6, 12, 18): emergency=713.230 adjustment_cost=1326.454 total_cost=40358.022
INFO [110/334] policy=0+6+12+18 2025-05-21 solved (0, 6, 12, 18): emergency=721.155 adjustment_cost=2474.279 total_cost=39521.335
INFO [111/334] policy=0+6+12+18 2025-05-22 solved (0, 6, 12, 18): emergency=451.944 adjustment_cost=-139.880 total_cost=37836.635
INFO [112/334] policy=0+6+12+18 2025-05-23 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=1269.558 total_cost=38937.352
INFO [113/334] policy=0+6+12+18 2025-05-24 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=25.499 total_cost=35157.853
INFO [114/334] policy=0+6+12+18 2025-05-25 solved (0, 6, 12, 18): emergency=801.541 adjustment_cost=-649.699 total_cost=38413.428
INFO [115/334] policy=0+6+12+18 2025-05-26 solved (0, 6, 12, 18): emergency=600.280 adjustment_cost=2700.132 total_cost=40162.600
INFO [116/334] policy=0+6+12+18 2025-05-27 solved (0, 6, 12, 18): emergency=889.779 adjustment_cost=1950.667 total_cost=39566.740
INFO [117/334] policy=0+6+12+18 2025-05-28 solved (0, 6, 12, 18): emergency=384.730 adjustment_cost=-64.931 total_cost=39128.638
INFO [118/334] policy=0+6+12+18 2025-05-29 solved (0, 6, 12, 18): emergency=559.264 adjustment_cost=468.549 total_cost=40351.069
INFO [119/334] policy=0+6+12+18 2025-05-30 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-1352.754 total_cost=38707.615
INFO [120/334] policy=0+6+12+18 2025-05-31 solved (0, 6, 12, 18): emergency=92.187 adjustment_cost=-2086.908 total_cost=40528.859
INFO [121/334] policy=0+6+12+18 2025-06-01 solved (0, 6, 12, 18): emergency=6404.248 adjustment_cost=-2150.820 total_cost=70520.305
INFO [122/334] policy=0+6+12+18 2025-06-02 solved (0, 6, 12, 18): emergency=6404.219 adjustment_cost=-3511.757 total_cost=69372.458
INFO [123/334] policy=0+6+12+18 2025-06-03 solved (0, 6, 12, 18): emergency=5018.797 adjustment_cost=627.108 total_cost=64815.560
INFO [124/334] policy=0+6+12+18 2025-06-04 solved (0, 6, 12, 18): emergency=5272.061 adjustment_cost=-2173.198 total_cost=68686.417
INFO [125/334] policy=0+6+12+18 2025-06-05 solved (0, 6, 12, 18): emergency=5445.475 adjustment_cost=418.284 total_cost=65885.578
INFO [126/334] policy=0+6+12+18 2025-06-06 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-1154.005 total_cost=48478.009
INFO [127/334] policy=0+6+12+18 2025-06-07 solved (0, 6, 12, 18): emergency=76.188 adjustment_cost=-2489.663 total_cost=50419.283
INFO [128/334] policy=0+6+12+18 2025-06-08 solved (0, 6, 12, 18): emergency=4709.409 adjustment_cost=35.550 total_cost=60180.968
INFO [129/334] policy=0+6+12+18 2025-06-09 solved (0, 6, 12, 18): emergency=3656.267 adjustment_cost=-1842.585 total_cost=60904.153
INFO [130/334] policy=0+6+12+18 2025-06-10 solved (0, 6, 12, 18): emergency=3396.037 adjustment_cost=414.445 total_cost=58217.690
INFO [131/334] policy=0+6+12+18 2025-06-11 solved (0, 6, 12, 18): emergency=2697.842 adjustment_cost=106.228 total_cost=61386.888
INFO [132/334] policy=0+6+12+18 2025-06-12 solved (0, 6, 12, 18): emergency=1439.494 adjustment_cost=-447.965 total_cost=54509.129
INFO [133/334] policy=0+6+12+18 2025-06-13 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-230.908 total_cost=49778.575
INFO [134/334] policy=0+6+12+18 2025-06-14 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-1583.685 total_cost=48406.469
INFO [135/334] policy=0+6+12+18 2025-06-15 solved (0, 6, 12, 18): emergency=1887.493 adjustment_cost=1178.873 total_cost=54252.005
INFO [136/334] policy=0+6+12+18 2025-06-16 solved (0, 6, 12, 18): emergency=1748.216 adjustment_cost=-37.160 total_cost=55028.760
INFO [137/334] policy=0+6+12+18 2025-06-17 solved (0, 6, 12, 18): emergency=1460.512 adjustment_cost=1233.489 total_cost=56749.600
INFO [138/334] policy=0+6+12+18 2025-06-18 solved (0, 6, 12, 18): emergency=758.788 adjustment_cost=-84.174 total_cost=52868.892
INFO [139/334] policy=0+6+12+18 2025-06-19 solved (0, 6, 12, 18): emergency=1624.156 adjustment_cost=752.136 total_cost=54696.531
INFO [140/334] policy=0+6+12+18 2025-06-20 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-939.885 total_cost=48136.861
INFO [141/334] policy=0+6+12+18 2025-06-21 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=58.991 total_cost=46011.647
INFO [142/334] policy=0+6+12+18 2025-06-22 solved (0, 6, 12, 18): emergency=1024.237 adjustment_cost=2057.779 total_cost=51340.042
INFO [143/334] policy=0+6+12+18 2025-06-23 solved (0, 6, 12, 18): emergency=664.007 adjustment_cost=-80.484 total_cost=49712.166
INFO [144/334] policy=0+6+12+18 2025-06-24 solved (0, 6, 12, 18): emergency=861.301 adjustment_cost=-968.168 total_cost=57038.337
INFO [145/334] policy=0+6+12+18 2025-06-25 solved (0, 6, 12, 18): emergency=741.358 adjustment_cost=1629.239 total_cost=53146.626
INFO [146/334] policy=0+6+12+18 2025-06-26 solved (0, 6, 12, 18): emergency=827.438 adjustment_cost=412.804 total_cost=50916.718
INFO [147/334] policy=0+6+12+18 2025-06-27 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-1883.813 total_cost=47251.006
INFO [148/334] policy=0+6+12+18 2025-06-28 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=166.900 total_cost=48328.980
INFO [149/334] policy=0+6+12+18 2025-06-29 solved (0, 6, 12, 18): emergency=1360.485 adjustment_cost=3445.685 total_cost=52818.907
INFO [150/334] policy=0+6+12+18 2025-06-30 solved (0, 6, 12, 18): emergency=711.458 adjustment_cost=-119.416 total_cost=52229.426
INFO [151/334] policy=0+6+12+18 2025-07-01 solved (0, 6, 12, 18): emergency=11789.889 adjustment_cost=650.468 total_cost=87400.234
INFO [152/334] policy=0+6+12+18 2025-07-02 solved (0, 6, 12, 18): emergency=9582.747 adjustment_cost=-485.611 total_cost=78352.817
INFO [153/334] policy=0+6+12+18 2025-07-03 solved (0, 6, 12, 18): emergency=8628.451 adjustment_cost=-289.755 total_cost=80004.320
INFO [154/334] policy=0+6+12+18 2025-07-04 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=2423.688 total_cost=45511.951
INFO [155/334] policy=0+6+12+18 2025-07-05 solved (0, 6, 12, 18): emergency=71.998 adjustment_cost=201.985 total_cost=43094.162
INFO [156/334] policy=0+6+12+18 2025-07-06 solved (0, 6, 12, 18): emergency=9014.583 adjustment_cost=3227.252 total_cost=82616.480
INFO [157/334] policy=0+6+12+18 2025-07-07 solved (0, 6, 12, 18): emergency=7903.253 adjustment_cost=-1002.981 total_cost=73418.755
INFO [158/334] policy=0+6+12+18 2025-07-08 solved (0, 6, 12, 18): emergency=7478.056 adjustment_cost=-1221.981 total_cost=75563.852
INFO [159/334] policy=0+6+12+18 2025-07-09 solved (0, 6, 12, 18): emergency=5371.081 adjustment_cost=-1192.466 total_cost=68200.681
INFO [160/334] policy=0+6+12+18 2025-07-10 solved (0, 6, 12, 18): emergency=4766.874 adjustment_cost=-60.108 total_cost=63411.716
INFO [161/334] policy=0+6+12+18 2025-07-11 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-736.539 total_cost=51599.362
INFO [162/334] policy=0+6+12+18 2025-07-12 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=3759.158 total_cost=50367.618
INFO [163/334] policy=0+6+12+18 2025-07-13 solved (0, 6, 12, 18): emergency=2175.086 adjustment_cost=-2386.366 total_cost=57449.814
INFO [164/334] policy=0+6+12+18 2025-07-14 solved (0, 6, 12, 18): emergency=2995.552 adjustment_cost=-413.943 total_cost=59768.882
INFO [165/334] policy=0+6+12+18 2025-07-15 solved (0, 6, 12, 18): emergency=2529.490 adjustment_cost=-1328.545 total_cost=58311.171
INFO [166/334] policy=0+6+12+18 2025-07-16 solved (0, 6, 12, 18): emergency=2603.355 adjustment_cost=-583.926 total_cost=58021.286
INFO [167/334] policy=0+6+12+18 2025-07-17 solved (0, 6, 12, 18): emergency=1749.882 adjustment_cost=1834.494 total_cost=57008.080
INFO [168/334] policy=0+6+12+18 2025-07-18 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-1770.542 total_cost=53728.683
INFO [169/334] policy=0+6+12+18 2025-07-19 solved (0, 6, 12, 18): emergency=31.365 adjustment_cost=-1895.607 total_cost=52871.198
INFO [170/334] policy=0+6+12+18 2025-07-20 solved (0, 6, 12, 18): emergency=731.406 adjustment_cost=-496.715 total_cost=53845.141
INFO [171/334] policy=0+6+12+18 2025-07-21 solved (0, 6, 12, 18): emergency=852.901 adjustment_cost=31.199 total_cost=55610.570
INFO [172/334] policy=0+6+12+18 2025-07-22 solved (0, 6, 12, 18): emergency=1042.031 adjustment_cost=5463.061 total_cost=59598.794
INFO [173/334] policy=0+6+12+18 2025-07-23 solved (0, 6, 12, 18): emergency=1012.254 adjustment_cost=-2916.892 total_cost=57995.425
INFO [174/334] policy=0+6+12+18 2025-07-24 solved (0, 6, 12, 18): emergency=383.747 adjustment_cost=-2042.413 total_cost=56254.400
INFO [175/334] policy=0+6+12+18 2025-07-25 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=2153.679 total_cost=52498.941
INFO [176/334] policy=0+6+12+18 2025-07-26 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-466.549 total_cost=53027.254
INFO [177/334] policy=0+6+12+18 2025-07-27 solved (0, 6, 12, 18): emergency=669.454 adjustment_cost=1097.409 total_cost=54977.196
INFO [178/334] policy=0+6+12+18 2025-07-28 solved (0, 6, 12, 18): emergency=1098.542 adjustment_cost=1234.101 total_cost=59056.655
INFO [179/334] policy=0+6+12+18 2025-07-29 solved (0, 6, 12, 18): emergency=309.058 adjustment_cost=3364.039 total_cost=56679.027
INFO [180/334] policy=0+6+12+18 2025-07-30 solved (0, 6, 12, 18): emergency=506.945 adjustment_cost=6468.793 total_cost=56568.080
INFO [181/334] policy=0+6+12+18 2025-07-31 solved (0, 6, 12, 18): emergency=582.133 adjustment_cost=1728.419 total_cost=54945.274
INFO [182/334] policy=0+6+12+18 2025-08-01 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-1857.509 total_cost=50012.682
INFO [183/334] policy=0+6+12+18 2025-08-02 solved (0, 6, 12, 18): emergency=32.528 adjustment_cost=-3822.548 total_cost=52769.387
INFO [184/334] policy=0+6+12+18 2025-08-03 solved (0, 6, 12, 18): emergency=491.565 adjustment_cost=569.932 total_cost=48281.072
INFO [185/334] policy=0+6+12+18 2025-08-04 solved (0, 6, 12, 18): emergency=652.073 adjustment_cost=-478.274 total_cost=51265.836
INFO [186/334] policy=0+6+12+18 2025-08-05 solved (0, 6, 12, 18): emergency=214.508 adjustment_cost=768.116 total_cost=49518.380
INFO [187/334] policy=0+6+12+18 2025-08-06 solved (0, 6, 12, 18): emergency=226.661 adjustment_cost=-1455.104 total_cost=52969.679
INFO [188/334] policy=0+6+12+18 2025-08-07 solved (0, 6, 12, 18): emergency=315.198 adjustment_cost=-1595.644 total_cost=51583.920
INFO [189/334] policy=0+6+12+18 2025-08-08 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-39.630 total_cost=46504.045
INFO [190/334] policy=0+6+12+18 2025-08-09 solved (0, 6, 12, 18): emergency=0.000 adjustment_cost=-676.695 total_cost=48535.463
INFO [191/334] policy=0+6+12+18 2025-08-10 solved (0, 6, 12, 18): emergency=298.261 adjustment_cost=-1026.047 total_cost=49484.984
INFO [192/334] policy=0+6+12+18 2025-08-11 solved (0, 6, 12, 18): emergency=353.164 adjustment_cost=988.575 total_cost=49687.548
INFO [193/334] policy=0+6+12+18 2025-08-12 solved (0, 6, 12, 18): emergency=249.028 adjustment_cost=19.500 total_cost=52400.376
INFO [194/334] policy=0+6+12+18 2025-08-13 solved (0, 6, 12, 18): emergency=585.928 adjustment_cost=341.005 total_cost=49719.251
INFO [195/334] policy=0+6+12+18 2025-08-14 solved (0, 6, 12, 18): emergency=143.126 adjustment_cost=1130.657 total_cost=50750.980
