INFO loading price and annual actual data
INFO [026/334] 2025-02-26 solved: plan_kWh=86667.061 emergency_kWh=77.040 total_cost=54594.444
INFO [027/334] 2025-02-27 solved: plan_kWh=85880.660 emergency_kWh=79.355 total_cost=54196.767
INFO [028/334] 2025-02-28 solved: plan_kWh=85236.065 emergency_kWh=0.000 total_cost=53302.876
INFO [029/334] 2025-03-01 solved: plan_kWh=84118.428 emergency_kWh=0.000 total_cost=52514.553
INFO [030/334] 2025-03-02 solved: plan_kWh=83323.022 emergency_kWh=1655.431 total_cost=58532.362
INFO [031/334] 2025-03-03 solved: plan_kWh=82631.049 emergency_kWh=502.127 total_cost=53701.138
INFO [032/334] 2025-03-04 solved: plan_kWh=82790.653 emergency_kWh=183.486 total_cost=52207.402
INFO [033/334] 2025-03-05 solved: plan_kWh=82840.949 emergency_kWh=112.368 total_cost=52215.207
INFO [034/334] 2025-03-06 solved: plan_kWh=82228.740 emergency_kWh=189.107 total_cost=51964.608
INFO [035/334] 2025-03-07 solved: plan_kWh=81422.118 emergency_kWh=0.000 total_cost=50638.055
INFO [036/334] 2025-03-08 solved: plan_kWh=80513.914 emergency_kWh=0.000 total_cost=49980.186
INFO [037/334] 2025-03-09 solved: plan_kWh=79813.499 emergency_kWh=135.749 total_cost=50203.528
INFO [038/334] 2025-03-10 solved: plan_kWh=78998.326 emergency_kWh=1029.325 total_cost=51639.934
INFO [039/334] 2025-03-11 solved: plan_kWh=79223.719 emergency_kWh=142.565 total_cost=49488.226
INFO [040/334] 2025-03-12 solved: plan_kWh=79253.660 emergency_kWh=226.024 total_cost=49791.367
INFO [041/334] 2025-03-13 solved: plan_kWh=78456.494 emergency_kWh=1381.977 total_cost=53337.070
INFO [042/334] 2025-03-14 solved: plan_kWh=78183.017 emergency_kWh=0.000 total_cost=48175.270
INFO [043/334] 2025-03-15 solved: plan_kWh=77517.066 emergency_kWh=9.053 total_cost=47716.972
INFO [044/334] 2025-03-16 solved: plan_kWh=76964.135 emergency_kWh=139.875 total_cost=47826.572
INFO [045/334] 2025-03-17 solved: plan_kWh=76574.194 emergency_kWh=172.064 total_cost=47831.960
INFO [046/334] 2025-03-18 solved: plan_kWh=76606.504 emergency_kWh=98.580 total_cost=47278.922
INFO [047/334] 2025-03-19 solved: plan_kWh=76627.248 emergency_kWh=63.914 total_cost=47189.498
INFO [048/334] 2025-03-20 solved: plan_kWh=76168.549 emergency_kWh=207.401 total_cost=47705.231
INFO [049/334] 2025-03-21 solved: plan_kWh=75815.070 emergency_kWh=0.000 total_cost=46441.604
INFO [050/334] 2025-03-22 solved: plan_kWh=75099.759 emergency_kWh=9.078 total_cost=45979.600
INFO [051/334] 2025-03-23 solved: plan_kWh=74302.084 emergency_kWh=218.156 total_cost=46320.842
INFO [052/334] 2025-03-24 solved: plan_kWh=73582.447 emergency_kWh=187.957 total_cost=45367.458
INFO [053/334] 2025-03-25 solved: plan_kWh=73615.168 emergency_kWh=445.183 total_cost=46664.039
INFO [054/334] 2025-03-26 solved: plan_kWh=73856.085 emergency_kWh=154.801 total_cost=45542.133
INFO [055/334] 2025-03-27 solved: plan_kWh=73039.614 emergency_kWh=279.629 total_cost=45408.818
INFO [056/334] 2025-03-28 solved: plan_kWh=72674.994 emergency_kWh=0.000 total_cost=44297.860
INFO [057/334] 2025-03-29 solved: plan_kWh=72188.713 emergency_kWh=0.000 total_cost=43939.066
INFO [058/334] 2025-03-30 solved: plan_kWh=71628.966 emergency_kWh=312.275 total_cost=44454.554
INFO [059/334] 2025-03-31 solved: plan_kWh=71166.629 emergency_kWh=131.974 total_cost=43556.638
INFO [060/334] 2025-04-01 solved: plan_kWh=71215.372 emergency_kWh=912.584 total_cost=45681.809
INFO [061/334] 2025-04-02 solved: plan_kWh=71487.368 emergency_kWh=665.673 total_cost=46156.442
INFO [062/334] 2025-04-03 solved: plan_kWh=70798.737 emergency_kWh=327.310 total_cost=43939.165
INFO [063/334] 2025-04-04 solved: plan_kWh=70171.231 emergency_kWh=0.000 total_cost=42437.126
INFO [064/334] 2025-04-05 solved: plan_kWh=69415.698 emergency_kWh=0.000 total_cost=41913.546
INFO [065/334] 2025-04-06 solved: plan_kWh=68911.827 emergency_kWh=231.650 total_cost=42471.037
INFO [066/334] 2025-04-07 solved: plan_kWh=68371.180 emergency_kWh=194.951 total_cost=41737.435
INFO [067/334] 2025-04-08 solved: plan_kWh=68426.619 emergency_kWh=203.251 total_cost=41929.379
INFO [068/334] 2025-04-09 solved: plan_kWh=68472.397 emergency_kWh=427.964 total_cost=42506.956
INFO [069/334] 2025-04-10 solved: plan_kWh=68104.991 emergency_kWh=348.656 total_cost=42371.649
INFO [070/334] 2025-04-11 solved: plan_kWh=67664.917 emergency_kWh=0.000 total_cost=40678.125
INFO [071/334] 2025-04-12 solved: plan_kWh=67098.573 emergency_kWh=0.000 total_cost=40312.060
INFO [072/334] 2025-04-13 solved: plan_kWh=66781.855 emergency_kWh=209.189 total_cost=40872.900
INFO [073/334] 2025-04-14 solved: plan_kWh=66157.804 emergency_kWh=361.034 total_cost=40925.460
INFO [074/334] 2025-04-15 solved: plan_kWh=66222.971 emergency_kWh=194.660 total_cost=40621.091
INFO [075/334] 2025-04-16 solved: plan_kWh=66287.144 emergency_kWh=511.463 total_cost=41293.866
INFO [076/334] 2025-04-17 solved: plan_kWh=65753.032 emergency_kWh=120.865 total_cost=39762.525
INFO [077/334] 2025-04-18 solved: plan_kWh=65555.951 emergency_kWh=0.000 total_cost=39158.514
INFO [078/334] 2025-04-19 solved: plan_kWh=65174.553 emergency_kWh=0.000 total_cost=38888.475
INFO [079/334] 2025-04-20 solved: plan_kWh=64813.779 emergency_kWh=125.582 total_cost=38943.992
INFO [080/334] 2025-04-21 solved: plan_kWh=64115.252 emergency_kWh=342.218 total_cost=39148.459
INFO [081/334] 2025-04-22 solved: plan_kWh=64153.195 emergency_kWh=328.249 total_cost=39255.737
INFO [082/334] 2025-04-23 solved: plan_kWh=64277.271 emergency_kWh=496.606 total_cost=39760.360
INFO [083/334] 2025-04-24 solved: plan_kWh=64010.680 emergency_kWh=185.169 total_cost=38832.170
INFO [084/334] 2025-04-25 solved: plan_kWh=63678.571 emergency_kWh=0.000 total_cost=37821.660
INFO [085/334] 2025-04-26 solved: plan_kWh=63146.118 emergency_kWh=0.000 total_cost=37482.128
INFO [086/334] 2025-04-27 solved: plan_kWh=62889.358 emergency_kWh=232.962 total_cost=37823.055
INFO [087/334] 2025-04-28 solved: plan_kWh=62400.963 emergency_kWh=2478.130 total_cost=44722.513
INFO [088/334] 2025-04-29 solved: plan_kWh=62800.114 emergency_kWh=148.397 total_cost=37803.616
INFO [089/334] 2025-04-30 solved: plan_kWh=62839.535 emergency_kWh=456.992 total_cost=38626.606
INFO [090/334] 2025-05-01 solved: plan_kWh=62780.384 emergency_kWh=2240.691 total_cost=47476.341
INFO [091/334] 2025-05-02 solved: plan_kWh=62596.189 emergency_kWh=0.000 total_cost=37038.415
INFO [092/334] 2025-05-03 solved: plan_kWh=61972.627 emergency_kWh=18.392 total_cost=36703.472
INFO [093/334] 2025-05-04 solved: plan_kWh=61312.461 emergency_kWh=2635.897 total_cost=47305.714
INFO [094/334] 2025-05-05 solved: plan_kWh=61128.140 emergency_kWh=2479.345 total_cost=47043.966
INFO [095/334] 2025-05-06 solved: plan_kWh=61553.256 emergency_kWh=2156.112 total_cost=45740.651
INFO [096/334] 2025-05-07 solved: plan_kWh=61750.530 emergency_kWh=2051.333 total_cost=46022.995
INFO [097/334] 2025-05-08 solved: plan_kWh=61734.538 emergency_kWh=2576.108 total_cost=47333.214
INFO [098/334] 2025-05-09 solved: plan_kWh=61981.516 emergency_kWh=0.000 total_cost=36930.970
INFO [099/334] 2025-05-10 solved: plan_kWh=61711.366 emergency_kWh=0.000 total_cost=36762.942
INFO [100/334] 2025-05-11 solved: plan_kWh=60927.169 emergency_kWh=2190.549 total_cost=45703.112
INFO [101/334] 2025-05-12 solved: plan_kWh=61084.889 emergency_kWh=2062.304 total_cost=43413.567
INFO [102/334] 2025-05-13 solved: plan_kWh=61547.220 emergency_kWh=787.494 total_cost=39997.592
INFO [103/334] 2025-05-14 solved: plan_kWh=61691.643 emergency_kWh=943.457 total_cost=40295.946
INFO [104/334] 2025-05-15 solved: plan_kWh=61730.257 emergency_kWh=834.512 total_cost=40158.196
INFO [105/334] 2025-05-16 solved: plan_kWh=61800.130 emergency_kWh=0.000 total_cost=37097.696
INFO [106/334] 2025-05-17 solved: plan_kWh=61645.915 emergency_kWh=3.562 total_cost=37013.238
INFO [107/334] 2025-05-18 solved: plan_kWh=61196.679 emergency_kWh=1671.872 total_cost=41184.450
INFO [108/334] 2025-05-19 solved: plan_kWh=61069.002 emergency_kWh=406.601 total_cost=38722.024
INFO [109/334] 2025-05-20 solved: plan_kWh=61127.867 emergency_kWh=1959.508 total_cost=44367.982
INFO [110/334] 2025-05-21 solved: plan_kWh=61431.211 emergency_kWh=1202.218 total_cost=41488.466
INFO [111/334] 2025-05-22 solved: plan_kWh=61420.892 emergency_kWh=192.923 total_cost=37769.308
INFO [112/334] 2025-05-23 solved: plan_kWh=61389.003 emergency_kWh=0.000 total_cost=36898.872
INFO [113/334] 2025-05-24 solved: plan_kWh=61156.503 emergency_kWh=0.000 total_cost=36777.255
INFO [114/334] 2025-05-25 solved: plan_kWh=60969.452 emergency_kWh=337.788 total_cost=38186.142
INFO [115/334] 2025-05-26 solved: plan_kWh=60965.427 emergency_kWh=1884.545 total_cost=43045.777
INFO [116/334] 2025-05-27 solved: plan_kWh=61303.981 emergency_kWh=469.641 total_cost=38573.073
INFO [117/334] 2025-05-28 solved: plan_kWh=61403.225 emergency_kWh=1340.183 total_cost=41156.585
INFO [118/334] 2025-05-29 solved: plan_kWh=61675.584 emergency_kWh=968.732 total_cost=40792.156
INFO [119/334] 2025-05-30 solved: plan_kWh=61375.579 emergency_kWh=0.000 total_cost=36960.347
INFO [120/334] 2025-05-31 solved: plan_kWh=61270.788 emergency_kWh=92.187 total_cost=37083.024
INFO [121/334] 2025-06-01 solved: plan_kWh=61187.897 emergency_kWh=14534.891 total_cost=93087.590
INFO [122/334] 2025-06-02 solved: plan_kWh=61774.773 emergency_kWh=11757.376 total_cost=85509.638
INFO [123/334] 2025-06-03 solved: plan_kWh=62804.593 emergency_kWh=9522.825 total_cost=77469.809
INFO [124/334] 2025-06-04 solved: plan_kWh=64201.822 emergency_kWh=9615.160 total_cost=74135.084
INFO [125/334] 2025-06-05 solved: plan_kWh=65351.864 emergency_kWh=9952.173 total_cost=77995.582
INFO [126/334] 2025-06-06 solved: plan_kWh=66816.024 emergency_kWh=0.000 total_cost=40286.254
INFO [127/334] 2025-06-07 solved: plan_kWh=66516.436 emergency_kWh=76.188 total_cost=40273.298
INFO [128/334] 2025-06-08 solved: plan_kWh=66212.808 emergency_kWh=6246.980 total_cost=63796.459
INFO [129/334] 2025-06-09 solved: plan_kWh=67415.553 emergency_kWh=8263.342 total_cost=73790.183
INFO [130/334] 2025-06-10 solved: plan_kWh=69645.328 emergency_kWh=6879.305 total_cost=68234.773
INFO [131/334] 2025-06-11 solved: plan_kWh=71045.439 emergency_kWh=9576.756 total_cost=82994.529
INFO [132/334] 2025-06-12 solved: plan_kWh=72521.091 emergency_kWh=5436.664 total_cost=65588.486
INFO [133/334] 2025-06-13 solved: plan_kWh=73682.980 emergency_kWh=0.000 total_cost=45116.757
INFO [134/334] 2025-06-14 solved: plan_kWh=73679.059 emergency_kWh=0.000 total_cost=45114.834
INFO [135/334] 2025-06-15 solved: plan_kWh=73652.317 emergency_kWh=3216.505 total_cost=57716.312
INFO [136/334] 2025-06-16 solved: plan_kWh=74464.673 emergency_kWh=3962.564 total_cost=61191.285
INFO [137/334] 2025-06-17 solved: plan_kWh=75503.014 emergency_kWh=5065.099 total_cost=66237.049
INFO [138/334] 2025-06-18 solved: plan_kWh=76371.733 emergency_kWh=1938.346 total_cost=53722.650
INFO [139/334] 2025-06-19 solved: plan_kWh=76748.218 emergency_kWh=1136.287 total_cost=52357.016
INFO [140/334] 2025-06-20 solved: plan_kWh=77037.933 emergency_kWh=0.000 total_cost=47515.402
INFO [141/334] 2025-06-21 solved: plan_kWh=77037.543 emergency_kWh=0.000 total_cost=47515.180
INFO [142/334] 2025-06-22 solved: plan_kWh=77035.381 emergency_kWh=1201.350 total_cost=52118.388
INFO [143/334] 2025-06-23 solved: plan_kWh=77354.741 emergency_kWh=688.044 total_cost=50843.075
INFO [144/334] 2025-06-24 solved: plan_kWh=77571.337 emergency_kWh=5000.287 total_cost=68006.485
INFO [145/334] 2025-06-25 solved: plan_kWh=78325.568 emergency_kWh=1689.710 total_cost=54582.431
INFO [146/334] 2025-06-26 solved: plan_kWh=78607.708 emergency_kWh=694.405 total_cost=51867.764
INFO [147/334] 2025-06-27 solved: plan_kWh=78835.537 emergency_kWh=0.000 total_cost=48866.465
INFO [148/334] 2025-06-28 solved: plan_kWh=78829.039 emergency_kWh=0.000 total_cost=48863.622
INFO [149/334] 2025-06-29 solved: plan_kWh=78825.089 emergency_kWh=1028.762 total_cost=52054.271
INFO [150/334] 2025-06-30 solved: plan_kWh=79003.016 emergency_kWh=1058.160 total_cost=52908.404
INFO [151/334] 2025-07-01 solved: plan_kWh=79214.848 emergency_kWh=7020.868 total_cost=73731.454
INFO [152/334] 2025-07-02 solved: plan_kWh=79687.971 emergency_kWh=6209.504 total_cost=70825.451
INFO [153/334] 2025-07-03 solved: plan_kWh=79811.935 emergency_kWh=7171.182 total_cost=75894.663
INFO [154/334] 2025-07-04 solved: plan_kWh=80010.102 emergency_kWh=0.000 total_cost=49652.594
INFO [155/334] 2025-07-05 solved: plan_kWh=79867.800 emergency_kWh=71.998 total_cost=49688.041
INFO [156/334] 2025-07-06 solved: plan_kWh=79660.399 emergency_kWh=7652.095 total_cost=78277.877
INFO [157/334] 2025-07-07 solved: plan_kWh=80076.655 emergency_kWh=5794.306 total_cost=69300.536
INFO [158/334] 2025-07-08 solved: plan_kWh=80638.377 emergency_kWh=6264.158 total_cost=73379.067
INFO [159/334] 2025-07-09 solved: plan_kWh=81626.840 emergency_kWh=4318.080 total_cost=66616.856
INFO [160/334] 2025-07-10 solved: plan_kWh=83301.094 emergency_kWh=2821.131 total_cost=62288.644
INFO [161/334] 2025-07-11 solved: plan_kWh=83963.770 emergency_kWh=0.000 total_cost=52539.410
INFO [162/334] 2025-07-12 solved: plan_kWh=83774.359 emergency_kWh=0.000 total_cost=52402.523
INFO [163/334] 2025-07-13 solved: plan_kWh=83286.082 emergency_kWh=1805.865 total_cost=59082.980
INFO [164/334] 2025-07-14 solved: plan_kWh=83551.115 emergency_kWh=1583.577 total_cost=58610.850
INFO [165/334] 2025-07-15 solved: plan_kWh=83942.918 emergency_kWh=1544.299 total_cost=58179.671
INFO [166/334] 2025-07-16 solved: plan_kWh=84336.717 emergency_kWh=1469.122 total_cost=58163.276
INFO [167/334] 2025-07-17 solved: plan_kWh=84298.189 emergency_kWh=1306.582 total_cost=57758.860
INFO [168/334] 2025-07-18 solved: plan_kWh=84122.659 emergency_kWh=0.000 total_cost=52599.748
INFO [169/334] 2025-07-19 solved: plan_kWh=83668.479 emergency_kWh=31.365 total_cost=52370.248
INFO [170/334] 2025-07-20 solved: plan_kWh=83365.618 emergency_kWh=552.873 total_cost=54220.028
INFO [171/334] 2025-07-21 solved: plan_kWh=83376.674 emergency_kWh=1079.509 total_cost=56419.945
INFO [172/334] 2025-07-22 solved: plan_kWh=83606.662 emergency_kWh=1050.072 total_cost=56289.999
INFO [173/334] 2025-07-23 solved: plan_kWh=83886.833 emergency_kWh=983.392 total_cost=56346.240
INFO [174/334] 2025-07-24 solved: plan_kWh=83689.703 emergency_kWh=1249.265 total_cost=57522.375
INFO [175/334] 2025-07-25 solved: plan_kWh=83869.166 emergency_kWh=0.000 total_cost=52547.005
INFO [176/334] 2025-07-26 solved: plan_kWh=83272.075 emergency_kWh=0.000 total_cost=52150.958
INFO [177/334] 2025-07-27 solved: plan_kWh=82728.685 emergency_kWh=843.981 total_cost=55080.665
INFO [178/334] 2025-07-28 solved: plan_kWh=82616.441 emergency_kWh=2429.680 total_cost=60680.427
INFO [179/334] 2025-07-29 solved: plan_kWh=83129.581 emergency_kWh=1759.188 total_cost=58287.180
INFO [180/334] 2025-07-30 solved: plan_kWh=83413.718 emergency_kWh=800.433 total_cost=55481.873
INFO [181/334] 2025-07-31 solved: plan_kWh=83359.546 emergency_kWh=700.905 total_cost=55317.633
INFO [182/334] 2025-08-01 solved: plan_kWh=83235.063 emergency_kWh=0.000 total_cost=52172.397
INFO [183/334] 2025-08-02 solved: plan_kWh=82717.686 emergency_kWh=32.528 total_cost=51914.309
INFO [184/334] 2025-08-03 solved: plan_kWh=82612.465 emergency_kWh=358.234 total_cost=53354.608
INFO [185/334] 2025-08-04 solved: plan_kWh=82036.826 emergency_kWh=187.427 total_cost=52075.158
INFO [186/334] 2025-08-05 solved: plan_kWh=82095.792 emergency_kWh=134.395 total_cost=51874.881
INFO [187/334] 2025-08-06 solved: plan_kWh=82119.070 emergency_kWh=643.601 total_cost=53988.407
INFO [188/334] 2025-08-07 solved: plan_kWh=81661.522 emergency_kWh=324.134 total_cost=52179.727
INFO [189/334] 2025-08-08 solved: plan_kWh=81571.839 emergency_kWh=0.000 total_cost=51135.939
INFO [190/334] 2025-08-09 solved: plan_kWh=81116.005 emergency_kWh=0.000 total_cost=50834.171
INFO [191/334] 2025-08-10 solved: plan_kWh=80697.854 emergency_kWh=135.757 total_cost=50925.039
INFO [192/334] 2025-08-11 solved: plan_kWh=80381.609 emergency_kWh=297.511 total_cost=51419.146
INFO [193/334] 2025-08-12 solved: plan_kWh=80467.930 emergency_kWh=342.944 total_cost=51707.700
INFO [194/334] 2025-08-13 solved: plan_kWh=80564.486 emergency_kWh=424.339 total_cost=52211.399
INFO [195/334] 2025-08-14 solved: plan_kWh=80471.944 emergency_kWh=546.565 total_cost=52888.873
INFO [196/334] 2025-08-15 solved: plan_kWh=80448.207 emergency_kWh=0.000 total_cost=50390.179
INFO [197/334] 2025-08-16 solved: plan_kWh=80021.850 emergency_kWh=0.000 total_cost=50149.716
INFO [198/334] 2025-08-17 solved: plan_kWh=79744.297 emergency_kWh=450.322 total_cost=52195.898
INFO [199/334] 2025-08-18 solved: plan_kWh=79531.070 emergency_kWh=486.830 total_cost=51974.031
INFO [200/334] 2025-08-19 solved: plan_kWh=79594.347 emergency_kWh=412.481 total_cost=51944.975
INFO [201/334] 2025-08-20 solved: plan_kWh=79668.043 emergency_kWh=1374.393 total_cost=55563.663
INFO [202/334] 2025-08-21 solved: plan_kWh=79759.244 emergency_kWh=317.263 total_cost=51470.911
INFO [203/334] 2025-08-22 solved: plan_kWh=79312.967 emergency_kWh=0.000 total_cost=49739.820
INFO [204/334] 2025-08-23 solved: plan_kWh=78748.870 emergency_kWh=0.000 total_cost=49400.991
INFO [205/334] 2025-08-24 solved: plan_kWh=77999.095 emergency_kWh=605.306 total_cost=51743.212
INFO [206/334] 2025-08-25 solved: plan_kWh=77583.650 emergency_kWh=2170.361 total_cost=56650.329
INFO [207/334] 2025-08-26 solved: plan_kWh=78060.243 emergency_kWh=446.833 total_cost=50938.445
INFO [208/334] 2025-08-27 solved: plan_kWh=78178.039 emergency_kWh=811.912 total_cost=52611.415
INFO [209/334] 2025-08-28 solved: plan_kWh=77945.600 emergency_kWh=2215.087 total_cost=57431.454
INFO [210/334] 2025-08-29 solved: plan_kWh=77604.834 emergency_kWh=0.000 total_cost=48722.542
INFO [211/334] 2025-08-30 solved: plan_kWh=76616.672 emergency_kWh=0.000 total_cost=48189.433
INFO [212/334] 2025-08-31 solved: plan_kWh=75559.247 emergency_kWh=1246.222 total_cost=52636.301
INFO [213/334] 2025-09-01 solved: plan_kWh=75032.436 emergency_kWh=244.233 total_cost=48003.117
INFO [214/334] 2025-09-02 solved: plan_kWh=75078.515 emergency_kWh=66.033 total_cost=47561.449
INFO [215/334] 2025-09-03 solved: plan_kWh=75114.265 emergency_kWh=89.055 total_cost=47640.819
INFO [216/334] 2025-09-04 solved: plan_kWh=74961.974 emergency_kWh=110.060 total_cost=47696.134
INFO [217/334] 2025-09-05 solved: plan_kWh=74835.165 emergency_kWh=0.000 total_cost=47133.106
INFO [218/334] 2025-09-06 solved: plan_kWh=74495.006 emergency_kWh=0.000 total_cost=46949.545
INFO [219/334] 2025-09-07 solved: plan_kWh=74139.614 emergency_kWh=167.036 total_cost=47408.196
INFO [220/334] 2025-09-08 solved: plan_kWh=74009.430 emergency_kWh=709.363 total_cost=49674.068
INFO [221/334] 2025-09-09 solved: plan_kWh=74194.374 emergency_kWh=62.314 total_cost=46998.482
INFO [222/334] 2025-09-10 solved: plan_kWh=74217.289 emergency_kWh=1681.111 total_cost=54042.991
INFO [223/334] 2025-09-11 solved: plan_kWh=74279.774 emergency_kWh=132.203 total_cost=47433.959
INFO [224/334] 2025-09-12 solved: plan_kWh=74130.994 emergency_kWh=0.000 total_cost=46678.312
INFO [225/334] 2025-09-13 solved: plan_kWh=73740.054 emergency_kWh=0.000 total_cost=46421.744
INFO [226/334] 2025-09-14 solved: plan_kWh=73444.424 emergency_kWh=799.434 total_cost=49213.233
INFO [227/334] 2025-09-15 solved: plan_kWh=73257.145 emergency_kWh=861.950 total_cost=49568.411
INFO [228/334] 2025-09-16 solved: plan_kWh=73370.146 emergency_kWh=685.475 total_cost=48263.362
INFO [229/334] 2025-09-17 solved: plan_kWh=73614.522 emergency_kWh=1012.383 total_cost=50782.602
INFO [230/334] 2025-09-18 solved: plan_kWh=73589.946 emergency_kWh=416.930 total_cost=48057.949
INFO [231/334] 2025-09-19 solved: plan_kWh=73299.587 emergency_kWh=0.000 total_cost=45993.545
INFO [232/334] 2025-09-20 solved: plan_kWh=72650.079 emergency_kWh=0.000 total_cost=45554.964
INFO [233/334] 2025-09-21 solved: plan_kWh=71283.286 emergency_kWh=901.039 total_cost=47764.111
INFO [234/334] 2025-09-22 solved: plan_kWh=68613.622 emergency_kWh=1073.554 total_cost=46806.292
INFO [235/334] 2025-09-23 solved: plan_kWh=68894.119 emergency_kWh=1806.665 total_cost=50328.559
INFO [236/334] 2025-09-24 solved: plan_kWh=69336.144 emergency_kWh=1565.785 total_cost=49199.249
INFO [237/334] 2025-09-25 solved: plan_kWh=68959.784 emergency_kWh=1115.016 total_cost=47336.204
INFO [238/334] 2025-09-26 solved: plan_kWh=68398.429 emergency_kWh=0.000 total_cost=42407.159
INFO [239/334] 2025-09-27 solved: plan_kWh=67803.604 emergency_kWh=0.000 total_cost=41992.611
INFO [240/334] 2025-09-28 solved: plan_kWh=67189.928 emergency_kWh=2608.015 total_cost=52682.239
INFO [241/334] 2025-09-29 solved: plan_kWh=67106.006 emergency_kWh=2019.235 total_cost=49933.448
INFO [242/334] 2025-09-30 solved: plan_kWh=67665.930 emergency_kWh=3940.073 total_cost=59056.494
INFO [243/334] 2025-10-01 solved: plan_kWh=68273.987 emergency_kWh=75.727 total_cost=42565.253
INFO [244/334] 2025-10-02 solved: plan_kWh=67960.515 emergency_kWh=263.225 total_cost=42952.032
INFO [245/334] 2025-10-03 solved: plan_kWh=67927.142 emergency_kWh=0.000 total_cost=42043.966
INFO [246/334] 2025-10-04 solved: plan_kWh=67844.964 emergency_kWh=0.000 total_cost=41976.385
INFO [247/334] 2025-10-05 solved: plan_kWh=67687.938 emergency_kWh=304.663 total_cost=42899.365
INFO [248/334] 2025-10-06 solved: plan_kWh=67665.252 emergency_kWh=467.927 total_cost=43605.702
INFO [249/334] 2025-10-07 solved: plan_kWh=67753.246 emergency_kWh=553.914 total_cost=44277.881
INFO [250/334] 2025-10-08 solved: plan_kWh=67879.300 emergency_kWh=899.613 total_cost=45298.932
INFO [251/334] 2025-10-09 solved: plan_kWh=67945.293 emergency_kWh=680.661 total_cost=44796.741
INFO [252/334] 2025-10-10 solved: plan_kWh=67782.693 emergency_kWh=0.000 total_cost=41952.256
INFO [253/334] 2025-10-11 solved: plan_kWh=67633.317 emergency_kWh=0.000 total_cost=41835.497
INFO [254/334] 2025-10-12 solved: plan_kWh=67225.518 emergency_kWh=863.898 total_cost=44893.333
INFO [255/334] 2025-10-13 solved: plan_kWh=67310.297 emergency_kWh=510.918 total_cost=43674.626
INFO [256/334] 2025-10-14 solved: plan_kWh=67407.115 emergency_kWh=1830.510 total_cost=49625.297
INFO [257/334] 2025-10-15 solved: plan_kWh=67693.483 emergency_kWh=1939.475 total_cost=49673.335
INFO [258/334] 2025-10-16 solved: plan_kWh=67864.912 emergency_kWh=3256.566 total_cost=55862.722
INFO [259/334] 2025-10-17 solved: plan_kWh=68105.070 emergency_kWh=0.000 total_cost=42125.551
INFO [260/334] 2025-10-18 solved: plan_kWh=67771.587 emergency_kWh=0.000 total_cost=41902.013
INFO [261/334] 2025-10-19 solved: plan_kWh=67442.606 emergency_kWh=3457.567 total_cost=56083.927
INFO [262/334] 2025-10-20 solved: plan_kWh=67607.409 emergency_kWh=3413.012 total_cost=56625.752
